id,volume,addTime
3@27996,1,35830
19@82256,4,37809
8@60455,6,38327
1@69092,6,38218
9@69580,7,38230
22@24536,2,38417
86@5696,1,38378
31@98640,13,37738
31@30498,8,37704
18@29584,1,37869
29@3437,1,38170
31@81670,4,37901
31@36335,6,75148
5@59048,3,84102
9@79324,8,81363
22@19894,5,82975
4@6222,1,85567
19@93506,8,83788
8@96262,5,78679
8@84689,2,82307
31@83191,6,63970
1@21084,4,57778
8@6,5,41952
1@16617,5,44624
18@8610,1,47700
2@8319,5,47831
18@78035,1,48804
18@3542,1,72002
42@26428,2,44785
91,1642,52177
31@90578,7,83225
18@13172,2,84316
42@68943,3,72652
1@94481,8,69961
22@9320,3,67077
88@72448,1,63783
38@31784,1,57859
42@12673,4,58530
18@9319,1,51092
92,20281,64769
78@37729,2,48148
18@32603,1,49692
4@22585,2,42211
19@11971,6,42095
82@24326,1,43533
9@47792,4,41209
93,7611,46601
19@92233,4,39299
14@52942,2,39160
12@53607,10,39161
38@24240,2,39685
94,4581,41455
33@10817,3,39473
31@28465,9,40508
11@12292,5,40047
95,8103,43942
82@22994,1,39476
18@94196,2,38974
31@89483,7,37545
29@1383,4,37630
31@42268,8,38150
77@45463,1,38143
42@84602,5,37724
8@25251,8,37562
70@75460,1,38095
8@59076,4,37947
90@78640,1,37797
90@18123,1,37182
31@31693,3,38404
42@42744,5,38382
18@30987,1,37806
33@35740,2,38257
1@21283,7,38496
31@77930,5,38861
29@97373,4,38657
19@86885,10,38453
8@68256,3,37237
31@10619,9,35560
19@57169,3,38649
42@63445,4,38455
14@57985,2,38455
31@89387,8,38187
84@80449,3,38306
29@68856,2,38298
33@84827,3,38198
38@83744,1,38329
22@6636,4,38058
14@9945,3,40452
9@3770,4,34627
42@7676,3,35331
29@43932,4,35038
12@99302,9,34014
11@82898,4,34671
42@42364,3,72056
38@56503,3,81359
92@29253,2,81310
42@15764,5,84104
11@51171,4,82064
19@92156,1,82866
36@57434,1,81656
42@29363,3,81004
42@49536,4,88655
59@53743,1,78321
18@67602,3,71694
9@45213,4,41754
19@98248,4,44152
4@16715,1,46372
48@16047,1,46190
96,1200,63569
4@49034,1,34098
9@34000,10,35986
31@92414,10,37250
9@95758,5,41537
1@39932,3,55785
42@10874,3,77269
8@29119,3,94337
29@58356,5,78629
5@45041,1,73725
8@36371,3,68478
42@68498,1,65952
29@4247,2,61507
93@29322,1,59064
97,3913,57288
12@25113,7,47609
39@25360,1,49974
11@64683,2,50118
33@51487,1,42735
98,3067,43624
9@33577,7,40650
31@21482,10,41270
8@61107,1,42117
78@30750,1,42899
9@42281,8,40082
12@58538,4,39712
31@39166,7,40554
31@59373,7,40678
29@47633,7,39663
22@96044,7,39570
42@53299,2,40213
9@11169,5,38509
9@34218,8,38025
31@29693,6,37821
35@26216,1,38248
99,1503,37543
42@97625,4,38116
42@30805,4,37799
100,4598,39734
8@88202,2,38596
22@95014,3,38440
22@84564,2,39287
31@98997,10,38754
42@39077,4,39281
48@76468,1,39410
31@58618,7,38305
9@33504,9,39011
29@56280,3,40083
31@47812,5,39522
101,10781,42990
14@13257,1,38867
19@40060,2,38715
8@10351,3,37792
31@21962,6,35409
1@52615,5,37119
9@78264,6,38401
102,5767,40012
31@36328,7,38042
9@32486,8,38389
31@8714,6,38209
12@76078,8,37838
19@40089,5,38198
8@99559,6,38254
8@56367,4,38439
31@72318,4,38022
103,13544,43080
9@11724,7,37549
11@17448,9,37373
29@95513,9,37430
31@70388,13,37380
11@82393,5,64838
22@17367,3,84188
3@70548,2,81168
12@79755,9,78380
31@2192,5,81319
31@52493,11,80588
22@192,4,82309
8@37544,6,80442
31@37218,7,79837
19@42239,4,77965
104,979,52742
31@28040,8,43910
38@75236,2,41700
10@28371,1,45516
8@63343,4,45183
1@45721,4,45574
31@67329,4,45322
20@18899,1,74794
31@38505,10,39560
31@32456,9,39547
31@24286,7,39719
31@61967,7,46802
103@89536,1,57773
15@75895,2,68601
31@76066,6,107774
31@34976,6,84334
31@72307,9,72735
33@47221,1,69404
31@41735,3,67330
31@77397,7,61286
19@9091,4,59255
3@16408,1,56636
105,7634,54801
19@1097,3,50088
33@74401,1,50540
29@94139,3,46461
22@63294,1,42367
29@10355,4,42552
29@46862,8,40781
29@37709,4,42116
29@55283,6,41122
12@6287,8,40077
29@78944,6,40451
106,1152,39503
31@64507,10,40166
39@61427,1,40827
31@17730,8,40399
31@36173,7,39338
29@9140,5,39365
39@91060,1,39478
29@4413,1,39785
12@72906,6,39219
29@8074,6,38288
8@19226,1,38761
107,2352,38992
12@46597,7,38486
12@37248,3,39132
70@12515,2,39165
108,12875,44536
11@49522,7,39441
31@81387,4,38538
31@74723,9,39377
8@40927,5,39953
11@68807,4,39763
31@73604,8,39393
12@50820,6,39562
22@52459,1,39505
11@22594,2,36814
11@46769,8,36212
109,2440,36307
12@39703,9,36061
29@93178,4,36217
22@99954,2,36034
12@42527,6,35726
12@98448,5,35755
8@48007,4,35803
8@17273,3,36488
70@98836,1,39381
29@7698,6,38511
110,3065,38585
92@70254,1,38639
8@16791,2,38415
11@10740,2,38499
12@38328,4,37903
12@95864,6,38050
70@43861,2,38010
19@37651,1,38083
19@89743,3,37881
29@51303,3,37976
29@41642,8,72244
11@50349,4,80303
31@76511,6,81635
111,1200,84161
2@70356,7,81387
8@8781,4,82097
92@468,1,82956
12@82873,5,81323
22@29431,4,80975
112,7980,64426
29@40334,7,67681
1@75605,4,36484
12@92870,6,36192
12@50480,3,36854
8@18492,3,36658
39@75578,1,37473
12@23973,5,37347
9@88825,7,39627
42@19413,7,40424
84@13639,1,41279
84@53336,1,39842
19@89270,5,41454
33@56539,2,43904
18@70726,1,57905
19@56146,7,68819
9@89241,6,110667
63@92664,3,83169
19@6416,5,72715
29@33662,5,151520
12@45870,8,73132
11@36175,4,56221
29@96523,5,50812
113,3572,52806
114,2847,52963
19@56245,3,52740
9@41091,9,64850
29@95434,8,54530
31@26940,6,55554
29@42432,7,57101
42@73754,4,55270
31@84796,10,58627
115,18655,72436
22@55757,4,62387
31@65378,4,65221
116,7343,80737
8@46460,4,111307
18@94102,1,99179
84@77619,2,77386
12@30862,5,70696
14@24528,2,68128
29@8876,5,69347
29@85073,6,63835
3@76455,1,63575
15@70756,2,62919
29@27009,7,58368
29@95149,6,55874
84@47504,1,57228
117,2151,59059
118,127,54388
42@91177,3,56566
39@20360,1,54518
31@58379,6,53610
84@31675,2,50347
63@91659,1,50807
3@37275,2,49810
119,2437,52233
31@5965,3,49188
29@59080,4,50237
9@41669,5,49114
2@99177,1,49329
9@72646,8,48292
19@54777,7,48142
9@61537,6,47246
84@42435,1,47323
19@5469,6,46671
31@69069,10,47106
22@99875,5,46236
38@35384,2,48186
9@3880,4,47418
8@60404,2,47168
12@806,9,47038
19@31076,2,46512
3@23015,1,48341
29@87873,8,47102
70@86123,1,47901
120,6989,52228
120@54610,1,46427
84@4904,2,45745
22@24770,5,45628
19@45914,6,45260
35@46192,1,45786
63@81994,3,45546
19@31195,9,44755
11@71178,4,44545
11@13641,3,44686
31@18579,9,44709
19@2671,3,42505
9@7680,8,41652
38@29976,1,41845
12@2906,8,41339
12@17064,4,40970
22@75935,4,41260
19@43979,3,42872
31@1755,7,44335
19@51125,3,44572
12@45176,6,44291
29@55714,3,43309
19@68211,3,41768
29@73668,4,43422
31@51486,9,43469
9@24414,10,44093
29@70918,3,44274
29@94627,6,43574
22@73622,4,43480
12@15239,7,43683
84@21171,2,43892
29@56612,6,44127
92@84668,1,44385
8@31729,2,44136
29@25514,1,44132
22@77057,5,44013
22@66864,3,44542
15@42201,4,49795
19@36867,6,49438
11@25452,5,49408
8@13419,5,49447
1@75701,5,49409
19@28230,4,49325
121,926,49349
11@89656,2,49757
9@87441,9,49446
31@47425,4,49797
31@62493,2,49742
48@67166,2,49617
31@61581,10,49369
1@82563,3,49607
31@41400,9,49377
12@21846,8,49344
31@14799,7,49371
19@77553,4,49431
31@71132,5,49634
29@64448,3,49405
31@96023,7,49395
19@33815,1,49911
31@62136,8,49492
19@60340,2,49409
8@475,4,49553
31@89628,10,49382
31@60052,7,49448
12@82556,8,49528
31@60872,2,49448
29@60910,3,49714
31@83105,6,49404
31@77701,8,49288
19@81331,1,49779
92@15650,1,49857
105@15694,1,51451
29@51591,6,49361
1@82862,9,49339
8@9196,4,51290
8@80236,4,90506
38@64328,3,85653
29@2637,9,85598
8@20491,3,112781
38@20958,2,62776
8@12690,4,51482
22@10718,2,53188
12@67186,9,52705
31@47898,3,62591
11@80003,4,45119
9@2130,7,46269
38@82396,1,49733
8@40765,2,53405
8@14062,3,59884
19@19282,4,71171
122,10124,131805
31@1255,6,78552
31@15740,10,67569
60@95654,1,67472
33@82100,1,61362
29@36071,4,61303
29@68883,5,52304
31@87021,5,52324
9@13170,12,52062
31@25617,4,52910
22@1902,3,51308
48@32444,1,45877
123,5215,50813
31@6504,9,44246
31@89760,8,43964
8@38618,4,44562
92@14400,1,44681
19@13314,5,43460
19@41019,6,41809
3@74589,1,41741
31@95493,10,41015
31@84212,9,42557
31@8143,10,41680
31@62528,6,41235
46@59273,1,42692
14@96840,2,45583
33@56587,3,43813
33@32671,2,43923
1@98771,6,42823
1@37608,5,42559
9@36541,5,42690
1@66983,3,43574
2@73990,2,43457
9@62205,5,43547
8@68862,2,43766
31@62812,8,41760
29@13056,6,36756
29@10608,5,38615
22@99037,5,38959
8@52992,5,38495
29@51554,3,36846
38@41410,5,36301
31@94851,5,36455
19@7983,6,36386
31@90700,3,36359
22@22557,5,38162
15@99125,1,38906
29@10050,4,38463
31@34810,6,38540
124,7749,42437
29@86482,2,38166
1@86527,10,38101
33@2084,2,38051
1@86647,4,37298
9@70803,7,38139
8@56551,2,38414
8@36145,1,38089
29@84516,6,37533
29@56449,5,38193
8@67397,3,37840
29@5295,4,37509
31@95159,6,37499
19@75183,3,37494
22@62845,3,37187
15@93757,1,37503
125,965,36974
38@18882,1,37489
8@81796,3,37742
1@50679,5,37142
1@55910,5,36889
11@21869,5,37058
31@3249,9,37008
1@36218,5,37065
38@80841,2,36952
29@95980,3,36801
15@5503,3,37325
31@19379,4,37245
1@82591,3,36826
38@90482,2,36683
126,1707,36643
1@45797,7,36560
15@24588,1,36325
38@81607,1,33953
8@81034,1,34145
12@23039,6,33990
22@90001,3,33759
22@37380,3,36102
12@94297,7,36495
3@80815,1,36461
22@26252,3,36310
19@88804,5,36200
31@25073,6,36239
12@84376,4,35687
19@22343,3,35345
1@4696,3,35582
29@70608,2,35491
38@75412,2,35609
22@9848,4,36071
19@67876,5,35964
31@88161,6,36652
9@11353,7,36638
1@13737,3,36597
1@18757,3,36292
9@56385,6,36355
31@38374,5,36115
22@33787,3,36043
29@41157,9,36223
31@21635,7,36600
38@95510,1,36544
127,2851,38386
9@82321,5,36340
27@83778,1,36255
31@66053,4,36667
1@88794,4,36506
31@1231,11,36364
8@49967,3,37707
1@56563,6,49737
31@41512,8,49664
31@26965,3,49526
19@91997,4,49649
3@80730,3,72138
39@60366,1,82434
1@89130,9,80194
9@83272,5,80816
128,1993,85751
129,4410,87179
13@61329,2,69392
29@43127,3,53397
22@7795,2,43160
1@59599,5,44738
9@4912,6,47223
77@48604,1,56410
2@25296,1,58547
1@61328,4,57333
19@53371,5,67453
22@26304,4,89702
9@30676,7,107983
29@27166,7,80570
22@33002,6,67702
9@32305,10,65175
27@22760,3,63211
130,528,58433
131,2863,61607
42@9762,3,58522
42@31692,3,49427
42@63772,2,48765
8@38641,2,48566
8@89397,3,48297
8@59909,4,42469
0@49675,1,40057
31@64881,12,40412
84@79385,1,41426
92@70923,1,42120
19@68165,1,42071
19@41495,2,41037
31@87374,7,36901
33@93503,1,37510
132,5574,41795
8@50970,1,38932
1@40666,5,38393
42@98621,5,38671
42@38186,2,38873
31@66584,5,39416
42@64657,1,38331
42@92942,5,37935
115@2447,1,38048
22@17226,2,38242
92@45022,1,38869
12@64445,4,38007
42@60801,4,37638
133,1148,38324
9@11832,11,37460
42@28082,3,37455
133@98991,1,39216
133@38663,1,39555
133@64029,1,39738
42@40305,5,38355
115@83822,1,40339
12@70143,7,38692
1@10199,5,38499
134,591,37393
42@8776,3,38376
31@60102,7,38927
1@92837,7,39076
42@7680,5,39485
31@81313,8,39157
42@80254,3,38909
132@94308,1,40330
135,129,37805
42@64713,3,38062
5@58968,1,38861
11@57865,4,37669
22@90421,6,36746
115@95968,3,38249
8@2626,3,36812
136,4095,39520
42@77047,5,35169
8@64564,3,35197
19@45861,4,35322
9@7881,6,35788
12@21791,3,37320
1@12790,4,36718
5@66867,2,36403
84@56975,1,36809
2@57234,3,36712
8@51542,3,36891
42@29697,2,37120
22@12770,7,36498
33@13292,3,36699
136@9332,1,37006
42@50363,4,36833
42@68920,3,36745
14@81015,2,34677
42@25801,7,33913
11@5728,2,33999
42@50027,5,33229
42@12314,4,33191
42@46770,3,33369
12@73341,4,33141
71@40806,1,33518
115@46579,2,34356
31@82737,4,33258
12@42591,7,33284
31@13536,7,33315
2@46129,1,33421
42@18579,4,33236
42@39101,3,33320
14@44568,1,33369
42@52396,5,33358
42@87520,3,33205
42@18790,2,33190
12@54478,8,34395
42@14865,3,34674
42@77703,3,35023
11@40275,5,34937
12@16924,6,42483
84@35493,2,76190
15@38360,3,76985
14@33507,2,75991
84@65851,1,79828
42@39634,2,78706
0@79452,1,77892
61@27633,1,76881
1@31227,8,79624
42@32343,5,79822
22@10339,5,77618
33@87548,1,78838
33@38539,3,77956
12@73948,4,79654
19@75304,5,77072
115@52503,1,83336
22@11626,4,56215
22@13915,5,42993
9@36257,10,43199
12@2962,10,44741
11@46654,5,44175
115@78589,3,53106
11@6383,4,60748
12@85512,5,66465
5@88997,2,112917
115@25753,2,108486
19@80487,13,80244
42@46090,2,68343
12@52655,4,63356
115@88670,2,66908
29@72820,3,58250
42@78227,5,57750
8@41164,3,57416
42@46563,2,45993
42@4127,2,44525
12@7035,5,44882
12@46983,3,47226
42@28324,4,41303
12@87561,6,37406
61@39482,1,39563
8@86461,3,37748
12@27614,5,37859
8@61963,5,37775
19@57363,4,37455
8@75465,3,38972
12@68747,7,38467
42@72561,3,40203
15@98044,2,39208
15@7636,2,39782
115@93834,2,41769
42@54749,6,38664
84@92656,1,39770
42@2417,3,40130
29@16899,7,38587
12@76412,7,39327
42@14151,1,38392
31@5283,5,37756
1@57002,4,38424
84@41152,2,38304
29@74253,3,38398
42@95298,2,36541
3@70496,2,36302
11@74714,7,37260
12@16406,5,37081
42@68829,3,36675
29@15136,1,37687
60@77612,1,37617
12@2549,3,37444
42@25563,3,37488
29@47249,5,37397
137,2568,40495
61@50319,1,38293
84@28501,1,38588
42@96837,4,38609
138,1802,38082
31@5805,7,37974
42@7313,2,38145
19@556,4,38164
31@19080,7,37816
1@56098,6,35712
5@19516,1,34957
132@15760,1,36419
132@24928,2,36522
115@29207,5,37063
42@85346,1,35757
83@93216,1,35481
19@23790,3,35285
42@61484,1,35099
42@8466,2,34811
3@8396,3,35425
42@74474,6,35353
42@7666,5,35723
33@78566,3,35135
31@3269,6,34897
92@24686,1,35019
44@69484,1,35439
11@56554,5,35081
12@67107,6,34848
12@51629,5,34924
31@86518,4,34892
87@70043,1,33338
42@80171,3,32397
12@29829,7,32261
42@35241,3,32538
42@16374,1,33008
136@85231,1,33715
42@24872,6,32371
115@70274,3,36675
19@31067,6,35278
42@47021,5,35183
33@77459,2,35329
60@72573,2,35033
42@84499,3,35610
12@85035,5,35102
42@14049,3,35252
42@18787,4,35913
42@76812,4,36360
42@13131,1,36309
87@80862,1,36556
19@96664,8,37417
42@45119,3,36609
42@75775,5,35686
42@85311,8,35205
42@61465,2,35401
42@94603,4,35646
42@77968,3,35527
42@41042,8,35344
42@37148,2,35145
42@80859,3,35408
12@88722,4,35702
115@58851,4,36898
12@82572,7,35478
61@99664,1,35618
31@4814,5,60443
12@99992,9,76037
11@15440,2,77197
31@19436,11,73503
42@27990,3,66688
115@42632,1,74557
132@73281,2,76829
92@41405,2,69234
31@45694,4,71298
112@74872,1,77428
15@76573,2,77418
2@44122,3,68907
42@62749,6,69757
42@54665,5,70920
42@56047,4,83990
132@45488,1,75946
11@10729,3,58449
42@37305,5,93738
115@25271,1,46955
11@23678,2,43660
42@75550,6,44637
19@8018,5,45758
42@71295,3,44331
42@91192,2,46311
12@95514,9,46002
42@38744,4,46026
31@48177,9,45978
42@41265,4,39041
42@84011,3,83259
9@38433,9,36830
137@72270,1,53753
133@96741,1,68901
139,4582,75488
31@25081,12,108381
57@85322,1,74898
115@31778,3,72533
31@49041,8,64947
42@48999,4,65896
42@56383,7,59260
42@87075,5,58487
12@12594,7,58463
42@66226,2,46927
42@82067,6,47614
42@32275,1,46131
31@46335,7,46458
42@13661,6,46818
42@89020,4,46063
42@74949,4,46705
42@20844,3,46013
42@51315,4,40173
29@49565,3,41935
42@6771,3,43575
11@5630,4,43888
11@8630,10,43971
42@96349,4,45703
31@86003,10,47937
42@49059,2,40711
42@36640,6,40734
42@56001,3,39823
31@34551,7,38953
8@67542,5,39066
140,2090,40478
11@8866,7,38126
141,3396,42648
42@57591,2,39114
42@33542,5,39635
19@71611,3,39642
42@67338,2,39944
42@72436,2,38804
136@27673,1,39268
42@48204,5,36927
142,4460,39421
12@53385,2,37150
8@31030,3,38255
143,221,38068
42@71079,4,38408
12@6451,6,37980
42@12099,3,37966
42@74402,3,37598
12@59647,5,37016
115@35304,2,38726
42@74138,2,37412
42@96558,4,35756
144,485,34784
140@93093,1,36879
70@50128,2,35745
42@74363,3,35548
145,2295,37224
42@17224,4,35246
42@59781,1,35404
8@56398,4,35232
42@90365,2,35765
9@23230,6,35756
3@84947,1,35760
12@82478,7,35762
42@17345,3,35944
2@40100,4,35898
15@60999,2,36029
42@55705,3,35894
9@75373,8,34906
9@80016,8,34985
3@72742,1,35315
12@90598,3,35126
42@312,2,35305
1@53455,7,35259
31@65589,7,35354
42@96956,3,34453
15@11263,4,34436
42@80383,3,34677
22@93543,2,34715
31@47461,5,34528
42@25182,3,34539
19@72193,4,34630
42@71608,3,34553
9@90291,9,35907
42@93584,4,35597
115@71691,1,36997
42@96619,2,36689
42@77558,2,36684
11@14172,2,36535
15@95570,2,36563
42@57860,5,36373
15@15227,1,35150
12@95100,5,35267
42@76242,7,36730
70@91120,1,36449
146,6065,38988
42@30702,4,35875
2@64315,1,36806
33@64785,4,36140
42@27281,2,36187
42@11091,3,35946
3@59847,1,36418
19@66444,5,36109
31@2823,8,36034
82@63441,1,35981
42@50471,3,35791
63@37055,1,35939
9@95612,10,44983
11@39749,5,77992
87@23154,1,80205
8@12057,6,76581
42@79517,5,75644
3@18681,1,78193
12@67295,5,73199
42@87116,2,69909
42@99732,3,69934
82@7758,1,70324
56@30927,1,73463
42@49806,3,72181
12@23744,8,69359
11@97850,2,75169
42@2503,2,71439
42@74313,4,69457
8@16232,3,71783
8@95825,5,72891
42@8830,2,107454
12@42152,6,47940
42@90245,2,43370
8@88629,5,42208
31@60499,6,44306
19@43888,6,44593
42@30696,7,43936
86@37412,1,44266
8@40439,2,44138
3@57292,2,43997
29@73467,3,44360
19@86072,9,44392
15@19392,2,100429
12@81124,6,37149
18@6993,1,38570
11@10934,4,39208
42@36300,2,39895
42@65411,5,38880
42@48916,3,39282
42@50207,5,40407
19@87685,8,41352
42@87351,6,57583
4@30133,2,70694
42@9460,5,108269
38@28868,3,84951
12@83612,5,71139
115@87680,1,76218
31@89466,9,65673
12@53063,7,66552
12@27647,4,61229
11@74783,4,59930
22@49305,8,59962
3@17080,1,60407
65@89629,1,59305
31@66781,6,54895
42@47641,2,56471
4@58232,2,58028
146@99502,1,63431
82@29829,1,56963
8@78282,3,48354
42@96660,2,47808
42@21146,4,49170
31@72939,10,46788
12@43653,7,47528
42@3873,5,49366
40@41712,1,47805
42@445,5,48287
92@81352,1,43008
42@58543,4,39534
9@71397,9,39132
71@46936,1,40845
31@70530,8,40340
42@63664,2,41112
42@61433,3,42597
31@76165,5,39546
22@55704,4,38732
42@67873,3,39516
42@96611,3,39632
147,183,37994
42@33634,6,39462
38@21552,1,39710
12@29662,9,39594
92@2412,1,40115
9@34467,8,39467
65@95644,1,39744
28@73840,1,40141
31@22828,6,37676
87@1826,1,38042
12@19491,5,38317
88@28389,1,38653
148,532,36830
15@87487,2,37773
63@64349,1,38263
42@39643,2,37819
42@24952,3,37462
33@57699,2,37476
42@54923,6,37316
11@32247,4,37232
2@25319,5,37209
103@20737,1,37914
42@26048,2,36566
103@29699,1,38168
42@35595,4,36245
99@97167,1,37843
42@69808,1,37916
12@14361,3,37356
9@42625,5,37865
42@66245,4,37629
12@55339,5,37699
22@37189,1,37967
42@43660,4,38191
18@32164,1,38221
42@92975,3,38033
42@97487,4,37926
149,3335,39651
12@4682,7,37013
150,1133,37615
12@83827,8,37582
29@23483,5,36738
42@33876,8,34294
12@62195,9,35378
108@12112,1,36941
70@59103,2,35575
12@23290,3,35466
11@48821,7,35327
98@3210,1,35718
14@10090,1,38268
1@17009,5,38439
149@26616,1,39534
22@78289,4,37823
42@7986,6,38067
115@80833,2,38884
14@3875,1,38045
42@77292,4,37610
98@82057,1,38009
29@47426,8,37529
31@84312,7,37225
19@75041,5,37811
92@5556,1,37849
98@58104,1,38877
40@88489,1,37924
6@23091,1,37397
12@78882,12,37085
18@19492,1,37460
65@51856,1,37326
18@43735,1,49644
29@33404,5,74175
12@70281,8,75249
6@93527,2,76699
115@98352,1,79171
42@50828,2,78060
42@57718,5,75842
6@20358,1,76984
19@29606,5,70566
101@79408,1,75118
98@3863,1,73677
31@82842,4,70970
84@27286,1,73119
98@25815,1,73056
12@69870,11,72101
22@74154,2,70526
31@1999,3,70629
12@8011,9,71205
60@45962,1,59366
29@66307,6,91722
115@18297,3,50075
63@42269,3,43957
84@43948,1,43048
42@33188,3,43937
84@17841,1,47051
92@56838,2,45505
84@92671,3,45889
60@50808,1,46456
9@62962,3,46287
89@18556,1,46441
9@42592,8,46514
63@60926,2,104543
18@46834,1,37175
29@55674,2,38329
115@53874,1,38517
22@86567,3,37749
6@18066,1,38185
84@20087,2,38372
42@65765,4,38257
108@77431,1,42748
14@73545,1,41296
98@8770,1,41435
19@42932,5,44526
29@83301,6,56676
22@80122,3,79386
38@7415,2,107346
8@58373,2,74768
31@83196,4,70157
38@31258,2,67339
9@80369,7,62760
60@67670,1,63919
151,4279,65128
89@24357,2,60958
11@32393,3,62487
77@44716,1,63303
60@43760,3,61237
22@30583,1,59195
29@90324,4,58587
141@10967,1,63917
11@98883,8,58711
19@91520,4,58400
12@88319,6,44752
103@65321,1,47149
31@36076,5,45695
11@6783,3,45124
14@28115,2,41316
29@75153,6,37675
12@94193,5,38151
31@6916,6,38975
11@38603,2,39666
9@8424,5,40330
22@99840,3,40549
41@1640,1,39729
15@37460,3,40407
14@66665,1,40356
1@87806,4,40327
19@87345,3,40742
19@57304,3,40103
65@71445,1,38753
0@50518,2,39511
41@19037,1,39514
19@29932,9,38976
11@68100,6,38417
9@48749,6,38617
152,1993,38421
153,175,35651
29@27382,6,37048
27@4620,1,37641
29@65638,7,37437
31@36319,8,37215
19@47712,5,37014
9@87610,5,37376
22@62980,1,37312
92@35222,2,36639
19@97592,4,36512
33@1242,1,36435
60@93360,1,36050
31@37823,9,35476
112@20136,1,37538
19@34799,6,35824
31@83947,9,35934
9@575,7,36283
115@89017,1,37696
9@74774,9,36083
19@21906,3,36344
9@86176,7,36787
115@92432,1,38419
29@67123,4,36842
31@60186,3,36736
154,2730,38483
1@32885,9,36844
1@67694,6,37211
9@42022,6,36956
1@51625,6,36589
31@53478,13,36103
1@84027,5,36355
19@5697,7,36594
1@16041,5,36453
9@54477,9,37012
31@77742,8,34527
31@55534,7,34266
31@7984,6,34471
9@27227,10,33981
9@37609,8,34153
2@33087,2,34076
19@47783,5,33953
31@21030,12,33978
1@62585,5,37291
22@10626,6,36950
31@96060,10,36702
19@92001,5,36634
29@46838,6,36728
9@46264,5,36559
22@49065,4,36494
31@84792,10,36453
19@2024,5,36610
31@56819,11,36462
31@94362,3,36413
2@87744,3,36598
82@70240,1,36760
19@53422,2,36941
22@24414,3,36496
82@38045,1,36889
11@34878,6,36071
12@73596,5,36476
31@36389,7,36420
155,4791,39223
33@72279,1,41003
2@39108,1,76810
31@60601,7,79546
38@27310,2,78772
82@65446,2,78837
1@86882,5,78013
15@53894,1,81934
90@89980,1,79391
11@24141,2,78476
12@55532,4,71825
31@56817,7,66797
122@48843,1,74784
31@26300,9,72271
19@47482,4,72960
31@37098,7,71822
9@28459,7,71666
29@20651,7,79008
12@91502,5,79652
8@10494,3,80574
11@15038,3,59299
2@47055,3,100697
56@66518,1,43670
31@2456,7,40527
31@83107,6,44889
12@36580,6,46419
92@89823,3,45008
29@5433,5,45061
15@70879,1,45033
31@6259,6,44396
19@32757,4,44492
12@9497,5,44774
31@11855,5,44743
22@66256,7,104650
31@39979,8,37869
31@26473,2,38346
11@92343,3,39692
22@26618,2,39553
31@14129,6,39335
12@30224,4,40349
29@51395,4,40371
9@65414,5,40043
9@83079,6,41387
9@36112,8,41412
92@42481,1,41357
12@63702,8,41332
33@60997,2,41735
46@55071,1,43954
31@96660,6,50399
22@41747,2,51956
11@9874,9,66679
92@25042,2,109436
33@87573,4,83326
22@73080,4,73922
122@25949,1,75170
103@85119,1,75002
9@15624,6,68526
31@36778,3,68934
31@69281,7,67050
1@2514,2,66921
19@26133,1,67456
22@78995,5,67450
22@6037,4,55533
105@14030,1,63158
29@72493,5,57929
29@29600,3,48026
31@22482,9,47870
9@46825,6,47755
31@275,7,48600
33@54279,1,47270
46@25798,1,49724
31@54436,7,48413
9@72487,5,48380
1@74216,5,42503
9@82312,9,43941
31@39424,3,42961
1@27790,3,41310
19@28451,6,41524
22@30264,2,42708
11@96814,6,42369
31@33660,6,42791
122@85297,1,44692
31@20925,8,41838
11@19728,5,40068
29@98603,6,39994
92@73282,1,40461
122@48502,1,40516
8@90124,6,38249
31@77802,6,39129
8@38650,3,38827
11@96153,7,38723
31@26661,8,39322
31@59517,10,38495
33@27007,2,39441
31@46194,7,38545
31@24946,10,38104
31@32510,10,38458
12@83257,4,38359
31@81308,10,37815
11@57456,5,38013
70@48937,1,38664
8@91709,4,38213
15@7566,1,38806
11@27027,3,38631
123@11071,1,40045
15@41740,2,38461
115@8778,2,38347
1@30874,7,37259
8@65305,2,37575
8@29257,3,37765
11@48272,8,37588
31@72503,5,38231
33@49246,2,39288
29@5910,3,38735
12@2625,9,38821
38@45812,2,39187
33@66967,3,38891
31@69909,6,38770
11@94773,4,39025
29@75337,9,39318
29@74790,3,39120
12@63467,6,38933
19@73992,6,38743
9@13018,9,36403
31@86503,9,35750
9@99404,7,35996
22@9119,3,36099
33@42539,6,35899
31@10810,10,35517
31@60362,8,35617
29@69704,4,38756
2@64177,6,39083
103@65454,1,40052
11@28328,7,38208
115@4522,2,38674
29@47804,4,38333
11@34234,5,38346
12@33819,8,38498
2@2165,3,38861
103@18044,2,39816
12@27338,7,38397
1@17240,7,38200
9@98542,4,37972
2@74746,3,38240
9@63902,7,38206
70@21215,2,38152
31@94448,4,38052
8@45692,6,38280
22@9811,1,38136
46@43780,1,38669
31@3408,8,37953
12@4311,4,38038
2@2274,5,39135
156,2558,63341
31@30526,2,77253
57@31153,1,78088
8@85871,3,72637
122@87386,2,79983
31@34959,7,77305
8@90650,8,77632
11@45200,5,73094
11@36215,6,78984
31@91662,10,78167
31@26303,4,77723
8@87535,3,77203
46@33753,1,81277
157,3295,87635
31@9887,6,75205
36@26365,1,114859
11@16099,5,50208
31@41932,3,44565
29@24960,5,43408
8@89311,1,47262
8@71309,3,45463
2@74091,4,46247
22@96960,1,46765
33@84021,1,46285
