id,volume,addTime
108@24780,1,47322
40@37744,1,46232
54@95450,1,45833
132@39765,2,46850
24@5857,1,46021
29@4903,8,45614
9@4581,8,45469
167@17978,1,46966
108@62389,5,185444
167@23539,2,38791
167@43955,1,38711
19@57666,5,37887
115@93494,2,39290
12@92860,4,37958
12@95135,8,38491
9@8822,8,39361
61@4559,1,39366
108@81639,2,40587
1@30783,3,37981
108@78341,2,39973
108@75631,1,40312
42@32664,3,38677
12@38364,5,39346
108@73626,2,40774
12@96043,2,38628
122@90573,1,40014
142@94382,1,40118
71@91880,1,39016
63@71978,4,40451
9@17503,14,40541
108@31751,1,43595
115@42072,1,43132
12@35648,5,41799
115@43711,1,44460
108@87826,2,43990
108@833,1,47896
108@7526,1,49548
167@35383,1,52624
115@45856,2,51557
12@78033,5,47439
108@71774,2,55483
19@58398,6,57265
3@39084,3,56746
35@58708,2,58928
19@75278,2,62302
70@44268,3,61345
108@43514,1,76485
29@22590,7,106158
108@39174,1,139504
3@64176,2,83802
19@90346,6,71870
115@45703,4,78518
12@93341,5,72765
136@22685,1,77407
38@80833,3,72100
42@92198,3,72366
33@58016,1,70284
11@5907,9,68498
115@58075,1,75813
22@97526,4,69138
63@74189,1,65969
9@96569,6,63665
115@93182,1,67421
2@62109,2,64250
2@57313,3,61107
2@44260,1,58748
9@6884,6,57380
9@67910,3,58146
1@7875,4,58400
31@29984,11,57979
108@80475,2,62671
9@15721,10,57741
12@50327,7,52392
112@57657,1,49833
31@59981,7,45143
42@45191,3,45557
63@86607,3,43538
31@99730,5,47171
9@56429,4,46770
115@26236,4,49512
31@46414,6,47908
63@8142,1,46812
11@15823,4,44342
9@26442,6,47068
11@45666,2,45552
12@54287,5,40300
11@71358,2,40318
108@57013,3,43217
9@83876,7,39574
29@47443,6,40042
11@30333,3,39756
9@68216,8,40187
3@70274,2,41309
12@16865,5,42904
70@55272,1,43327
108@38842,2,43353
27@57819,1,40541
134@48688,1,44462
6@78212,1,42388
1@6234,2,42699
115@34393,2,46423
9@57484,8,43059
9@12394,11,40285
42@7024,4,40668
42@91417,3,40525
0@48288,1,40869
12@42398,9,40381
42@52830,4,40330
42@59761,6,39830
42@61598,3,39691
42@67350,2,39258
9@37259,4,38587
3@96400,1,38644
29@52228,5,39255
108@52431,2,40985
29@37939,1,39455
22@87054,5,39346
5@51449,2,38667
12@44826,4,38313
63@5451,2,39361
9@62607,9,38849
115@78647,3,41430
131@55202,1,41312
92@78953,2,38782
134@96460,1,40383
24@35307,4,38900
42@18089,3,38567
18@77413,1,39081
9@52664,11,38230
9@25312,8,38442
6@406,2,38592
9@74077,7,39139
31@57825,8,38484
2@94226,4,37608
6@79727,1,38176
3@33249,2,38189
11@90095,4,38590
29@33549,5,38139
12@99342,6,38203
84@22770,1,38777
60@35025,1,38138
31@73408,4,38600
33@21228,4,38258
14@42817,1,38617
2@26471,3,38440
9@87171,6,38415
9@16149,7,38362
42@81494,3,38431
0@30995,1,38745
12@24925,4,38432
13@29276,1,38619
9@63838,7,38555
11@44836,5,38847
70@48576,1,38848
12@30273,7,38040
12@74807,5,36682
8@76386,3,36988
60@30822,1,37415
19@71491,6,37157
11@56584,5,37586
1@92812,3,37455
33@29295,2,37775
2@23238,1,39942
31@70295,6,39083
11@25069,5,39386
65@49612,1,39665
11@94152,3,39272
22@42819,5,38965
63@39924,2,39716
12@1545,7,39439
12@60268,6,39139
29@83787,3,39512
12@56087,3,39564
9@68817,6,39207
9@74867,10,39113
11@89175,5,39072
43@19890,1,39469
9@78782,9,39550
12@79984,9,39348
193,784,37619
1@33393,6,38634
9@57751,6,38223
155@28911,1,39158
33@7579,1,38562
5@84576,2,39624
14@30248,1,39351
1@47923,6,38925
31@30462,11,37401
9@51247,7,36607
31@20271,9,34624
3@71694,1,34903
141@64448,1,35437
108@85085,2,35310
2@55313,4,33911
31@26279,6,33768
108@67207,1,34957
194,5303,35919
0@27080,1,34456
193@15707,1,35146
12@89240,8,33560
29@79792,5,33658
10@66604,2,34071
10@84144,1,33999
12@81980,5,34208
29@78307,5,33669
2@65446,5,33773
31@13464,6,33785
22@65629,1,34376
33@27989,2,37250
9@29368,4,37658
31@84014,6,37024
29@80633,3,39116
31@42665,5,38733
12@73591,6,38921
8@24529,6,38562
31@48856,6,38341
31@53025,4,38747
31@91003,7,38597
19@29059,2,38862
1@42549,6,38341
48@93320,2,38841
8@85822,2,39283
9@59074,5,38522
12@41010,6,38521
33@84690,3,38822
8@9433,2,38696
12@57239,5,38692
11@63901,3,38620
9@56064,6,38527
38@99947,1,39003
19@52235,4,37929
29@60535,3,38739
1@92412,5,38468
19@69468,2,38944
29@60505,4,38602
11@53756,2,38783
9@50767,10,38128
12@60608,1,39117
11@54845,5,38276
15@5856,1,38808
75@60632,1,38417
29@27568,5,36949
31@76150,5,36128
12@25756,6,35848
48@14280,1,39070
19@77129,4,36590
12@62564,4,36613
35@79792,1,38699
195,681,37371
35@87907,1,43089
19@5225,6,79608
9@78315,9,79129
31@6591,7,80211
19@7021,10,79160
9@87130,10,79007
29@60822,1,81644
11@92658,4,78615
19@96224,2,80211
4@2339,2,82783
12@78224,5,77928
12@54496,4,76043
2@90915,7,76518
4@69409,1,77921
22@5557,3,76440
38@20076,1,79700
56@70633,2,78357
122@98190,1,79668
19@42875,5,77189
9@62355,5,80583
38@65048,2,78610
12@38139,7,77242
19@96933,3,78472
5@49765,3,77471
31@61303,5,76843
8@53086,3,76727
2@48040,1,79920
65@41739,2,82678
33@44243,1,84055
1@72371,5,82402
11@35184,8,81979
22@15688,5,82321
12@86515,9,82416
42@19520,2,83785
56@76394,1,84050
22@7586,3,82440
29@65689,4,79894
12@51644,8,82694
9@47328,8,82272
31@98533,11,82267
33@15280,5,82485
33@41229,3,81994
48@31239,1,76123
29@33738,6,53731
38@49773,2,54965
8@11309,3,111897
1@51307,3,74160
2@25560,5,51116
9@83374,9,46800
9@45293,3,45210
27@80457,2,44909
19@44111,4,43543
9@78787,5,46437
11@11874,2,41440
2@89754,5,42307
39@13750,1,42082
1@71537,4,47792
39@71990,2,45096
22@58334,4,46126
15@48856,1,46043
29@5987,2,45176
33@13910,6,45155
9@48924,5,43531
2@36824,2,39518
9@20156,4,40760
11@92209,3,45613
31@40545,5,45781
1@12763,7,45637
8@14168,3,45961
31@42652,6,186458
8@88605,3,37521
29@56285,6,38208
9@41266,3,38707
22@25820,5,38546
0@58443,1,38068
31@53037,5,37193
29@78158,6,38027
1@53294,2,38832
29@40791,3,38922
29@11113,9,38644
29@96855,6,39299
14@20963,1,40098
9@25621,8,39123
12@22853,10,38552
9@54954,5,38078
1@63131,4,38323
1@4576,5,38948
22@26490,4,39369
19@92527,4,38465
13@25019,1,39422
12@32689,3,38874
2@25427,1,40512
1@7402,6,39388
1@20744,7,39585
29@87074,6,42221
1@21009,2,42482
63@55518,1,39868
31@384,9,40733
19@15734,3,40067
31@24271,8,40554
19@94804,3,40329
29@25889,7,39610
196,1974,39891
2@25508,4,37814
19@79008,6,39448
80@26212,1,46094
85@78140,1,45184
31@81133,6,41821
31@39973,4,43076
2@81129,4,42063
80@89435,1,44236
80@21127,1,59257
33@18980,2,57302
9@92500,5,56307
31@4278,8,56498
29@81209,6,60366
11@64925,3,64494
12@71307,4,65421
12@64937,5,67361
12@27345,12,76566
122@55514,1,152799
31@20456,6,100988
31@72650,9,79614
33@39892,2,78677
19@96501,6,77305
8@70715,3,79066
122@6145,1,79871
19@27113,7,75691
8@89991,4,75078
6@21723,1,74600
11@56417,9,69177
12@33854,5,68729
12@83037,7,70080
31@70353,7,64962
103@58935,1,71224
197,3461,67888
5@94408,4,65380
2@23328,2,67695
9@24485,6,56998
63@27835,1,56864
19@99051,5,59132
11@9095,7,59171
29@49661,4,56469
31@39169,4,59269
31@65099,11,61879
19@38406,5,59651
5@5941,2,58739
8@52082,2,48732
8@61973,3,47235
12@33385,5,49677
8@29400,3,50813
42@70995,5,50904
8@58829,4,52099
70@63059,1,51528
19@83557,5,45468
29@97506,6,46505
8@6499,2,48773
42@7323,4,48141
31@79267,6,47257
136@28284,1,46088
103@94118,1,44798
65@86441,1,42884
8@17722,3,41502
31@79903,9,41521
31@19532,9,41093
65@82301,1,42407
31@33411,9,40991
115@64715,2,42572
31@48580,10,42527
19@46367,7,41509
31@74745,6,41012
31@2421,8,40939
31@96702,5,41030
42@36821,3,41264
2@96114,6,40296
42@76401,5,41715
29@84259,5,41097
83@96203,1,42370
42@24745,3,41598
8@95913,5,41657
15@7759,5,40684
19@27651,2,39608
8@37886,4,39255
9@50928,7,39200
22@51003,3,39354
19@10677,4,38986
19@92937,7,38880
19@56900,3,39602
42@70480,5,39638
8@7547,3,39650
4@90093,1,40098
60@61088,1,39471
9@55486,10,38907
11@52648,3,38957
42@29590,4,39019
42@64098,4,38999
31@37663,6,38751
19@20129,5,38986
92@53706,3,40009
31@24110,6,39416
22@95428,2,39827
92@24650,2,39578
31@46216,7,39314
29@25420,5,39209
42@91691,3,38840
22@46187,1,39041
8@82696,5,39589
29@35120,5,39714
42@45347,6,38869
0@11301,1,39037
185@67233,1,40383
0@13187,1,39116
31@32490,6,38609
29@64223,4,38922
12@84871,9,39171
92@23010,1,39604
8@15395,2,39508
198,1262,38087
4@4057,1,40042
8@47607,4,39168
29@69019,10,39189
2@98293,3,39051
8@50472,3,37873
33@20488,2,37842
2@67135,5,37894
12@51070,8,37762
31@80345,7,37789
19@74367,2,38043
11@8713,4,38888
19@25277,7,39360
31@2865,4,39474
3@44211,1,40786
3@51908,2,40930
8@45382,5,40637
11@34884,7,40688
42@87031,4,40683
1@57264,5,40940
29@16863,8,40688
8@30501,2,40545
60@3381,1,40475
1@86039,6,40236
11@45505,3,40316
22@59397,3,40220
4@18205,1,40906
15@68810,1,40784
8@24102,1,40280
33@77978,2,40189
19@51750,10,39919
42@93635,3,40151
12@47231,6,39689
48@27621,1,40261
15@35709,2,39752
31@4254,7,39562
3@79667,1,40624
57@43134,1,39979
12@48098,5,39906
115@61974,5,39218
8@19892,3,37068
31@60996,10,36656
82@94401,2,36241
31@51203,2,35804
115@38806,4,36909
8@45925,1,36136
6@83507,3,36019
1@16908,3,36172
31@73206,11,35617
85@12328,1,36141
115@7817,2,35990
48@96276,2,35854
9@65627,7,35724
42@9157,2,35929
19@88526,8,36699
19@95173,3,39075
9@83833,3,39414
19@55775,8,38745
8@71707,3,39242
14@15610,1,39159
83@76162,1,39223
78@34533,1,39415
31@17345,8,38425
31@32854,3,39196
9@28054,7,38962
65@13523,1,39111
42@38937,3,39024
60@65556,1,39365
12@86432,5,39024
19@38096,5,38974
49@59413,1,38920
31@48176,7,38704
29@92561,2,38725
82@26145,1,39080
8@62398,1,39162
14@89635,3,39016
12@87227,13,38753
29@44460,5,38824
19@97893,2,38030
19@74460,10,38416
75@75499,1,39185
8@48482,1,39096
83@21992,1,38777
8@86641,7,38580
8@51628,3,38750
12@62818,7,38492
19@52618,4,38552
84@36461,1,38574
33@18213,3,38807
42@8409,3,38877
29@96298,5,38657
14@5628,1,38248
4@23642,1,38775
5@66469,3,39111
42@78713,3,38700
19@80879,3,38138
115@62039,2,39557
92@98585,1,38774
42@73001,3,38842
5@16852,2,39164
15@69243,1,38715
12@4774,4,38233
84@7670,1,38474
15@48779,2,78489
12@11220,5,77131
19@52280,5,75331
82@76894,1,76128
19@93253,3,78504
31@87844,4,78269
19@44793,4,76557
57@8296,1,78882
42@17723,4,76478
18@77487,2,79215
42@60920,2,79334
84@28240,2,76617
11@77161,4,78103
11@72510,1,79972
31@80565,4,78185
3@31024,3,78836
31@19395,5,76980
31@5162,5,77199
11@80102,2,78324
108@54331,2,81080
12@84846,5,77448
31@83436,7,77086
8@31033,2,76537
42@51006,3,77497
8@86794,1,80132
19@87988,3,78123
9@41972,8,80952
15@75159,3,80446
29@48563,5,80430
33@75831,3,80685
84@40094,2,79843
12@79485,6,79556
92@84335,3,80658
77@62069,1,81103
9@49977,5,80737
31@86303,4,80571
38@47081,2,80875
19@8855,8,81902
12@25268,5,81448
19@58190,5,81748
57@42962,1,81835
31@72159,7,80560
38@67780,2,82543
33@8703,2,82062
11@49689,5,75000
19@67382,2,56484
22@82360,3,61581
38@33714,5,111280
8@91542,2,101654
8@96208,3,52272
3@55761,1,47186
5@83612,3,44757
2@51152,2,43063
31@23272,8,42840
22@2847,8,41415
42@41833,1,46974
11@89123,2,42407
12@42356,7,49585
8@67056,3,45551
8@5828,2,46179
19@922,8,46311
31@97966,12,45645
42@22215,3,45777
31@75708,5,45795
42@40821,3,46007
31@48250,5,45352
14@63935,1,45942
4@21829,1,45988
4@26608,1,46092
4@62477,1,46242
2@94010,4,46117
9@73806,4,45898
8@18538,8,45335
38@96693,1,202696
5@47726,3,37925
2@78666,5,37752
84@66287,3,38338
63@481,2,37991
19@74224,5,37643
19@31475,5,37743
18@96688,1,39871
29@64086,11,37966
2@29884,5,37534
9@89467,3,39266
18@33940,2,39905
9@29693,11,39257
8@25316,4,39354
103@41447,2,39829
14@10289,2,38443
8@38095,3,38550
31@74060,5,38842
31@72817,7,39336
31@93612,5,37860
9@9127,6,40169
5@25652,1,40458
19@90443,3,39660
31@76377,6,38731
108@34207,1,44913
19@32397,5,41773
31@99194,6,40357
11@89136,5,39507
42@12942,4,41295
12@8144,10,39782
31@56096,9,40503
19@22689,8,39438
84@31739,1,40785
29@12227,4,40150
48@25993,1,42912
14@3845,3,49696
9@86473,5,46165
11@1613,5,45749
12@58576,4,45113
38@24634,1,45961
19@18488,3,45304
11@94471,5,44651
11@36580,6,58609
11@47873,4,54214
11@44309,4,53247
19@65259,5,53774
1@55978,5,64263
18@23370,1,63169
92@63862,2,61678
56@47526,1,67176
42@31306,1,71433
2@37413,3,79221
35@13735,1,134754
12@93386,6,107620
42@18042,5,88154
31@30592,8,85051
19@56751,6,84601
9@43852,11,79964
31@10066,5,79051
31@2893,6,71751
11@6515,5,72385
31@43717,7,66882
19@9633,5,67839
70@27960,1,69028
31@40911,7,67354
11@62331,3,63055
65@21631,1,64723
9@19844,7,63872
1@38951,2,66106
63@47528,1,65584
14@54865,1,62626
31@82381,3,55712
56@66711,1,57058
8@84107,4,57677
8@6513,2,58718
1@8887,5,53803
123@12024,1,59190
2@61281,5,57195
19@7045,5,51659
19@7435,5,45354
15@14646,1,49506
84@28861,1,48422
56@6515,1,48486
8@58280,3,48771
22@70081,4,44414
92@26916,1,48402
65@97575,1,48591
108@69734,2,53251
8@70595,1,49423
8@95100,6,47781
84@90925,1,49829
19@78708,5,49436
2@96745,4,52005
22@358,4,45042
60@76653,1,43508
19@65043,4,41031
19@63777,4,41018
19@86233,4,40026
56@86802,1,41651
31@28737,7,41298
38@40969,2,41474
14@85840,2,41802
14@7931,3,42917
31@59557,8,41451
19@71094,4,41866
31@62680,8,42137
123@98769,1,44288
149@24039,1,44427
31@6223,9,41794
31@162,6,42272
90@14716,1,42299
19@21462,5,39581
29@88378,5,39280
14@87715,4,39099
56@6008,1,39631
31@63864,5,39612
9@71965,5,39677
12@71054,4,39146
31@27531,5,38686
31@14167,6,38526
14@74249,1,39250
31@66496,4,38676
22@47897,4,38772
12@83737,7,38651
11@60838,5,38861
92@21768,2,39916
31@8722,12,39355
31@1967,6,40025
19@32655,2,39828
33@72741,3,40403
15@74077,2,40057
12@90053,3,39637
31@70664,6,39366
9@19326,7,39741
75@7489,1,40314
9@42359,8,39552
9@41717,7,39534
31@88770,4,39201
31@75165,7,39324
0@85794,1,39656
31@95577,7,38906
31@60918,6,41039
31@12314,7,39665
29@5938,5,38681
15@61912,2,38515
31@89796,8,38419
19@45204,4,37671
31@56678,10,37233
19@2868,6,37670
9@61237,6,37412
1@58505,3,38047
19@53304,6,37688
31@58097,7,37755
31@23389,8,37391
12@96500,3,38037
80@67402,1,38578
19@54402,7,37156
34@84818,1,36049
38@5220,1,36684
9@75150,5,36959
12@60904,2,38861
11@70816,4,39371
129@73956,1,41001
29@57039,4,39039
19@13685,5,38597
31@78118,3,38775
31@51019,6,38436
19@10461,3,38332
19@21867,7,38308
29@62465,5,39237
19@51723,6,39016
29@87527,3,39132
14@82891,3,38921
31@25014,9,38266
8@77273,2,39205
11@88048,6,38583
11@24746,8,38389
92@50956,2,38808
19@38665,6,38412
11@80341,1,38748
11@60220,4,39207
29@53168,2,38858
11@52669,4,38424
8@21925,4,38743
19@15271,3,38581
79@20731,1,38735
79@45713,1,38523
11@55556,6,37624
31@67318,10,37823
22@79118,3,37024
33@38199,3,38293
22@90374,5,38474
22@46326,3,38200
22@13817,5,34725
33@90356,1,34425
22@69510,2,34227
31@57352,5,33931
92@65421,1,34339
29@51575,8,33838
29@56140,4,33847
115@52051,2,34991
33@92459,5,33918
31@87579,7,33929
29@44765,4,34185
31@97014,7,33989
22@16004,4,33971
92@7156,2,34111
31@47254,13,33863
2@13141,4,33919
12@74361,6,33906
38@39045,2,36813
31@49239,12,37300
12@70286,5,37382
31@3027,8,37598
42@89538,5,37452
22@47648,1,37986
115@24061,3,38665
11@8824,1,37420
11@29105,3,37045
63@57647,2,37995
8@27021,3,37675
31@59562,7,37448
29@26442,8,37533
35@78400,2,38013
12@20464,9,37037
19@94775,3,37523
31@39980,5,37504
31@25547,7,37530
199,18,37299
12@39030,7,37399
19@75968,5,37597
31@99697,7,37097
1@80160,6,37665
19@89959,7,37463
8@13647,4,37597
12@40337,7,36823
11@85731,8,36721
12@54440,3,37276
42@70659,2,36779
1@12217,3,37401
63@86086,1,37353
33@1503,2,37465
115@92555,1,39334
42@11875,7,36845
11@1629,4,37571
42@76327,3,36482
8@70300,4,37556
1@53227,5,37771
31@68757,3,37182
22@75089,3,36092
8@35798,6,37048
31@1296,5,37448
42@85060,3,37519
8@15954,8,38487
29@70707,9,38839
8@83565,5,39685
31@91132,8,38683
42@91654,3,38466
42@71861,4,38157
31@82734,7,37944
31@20180,12,37945
12@4697,6,82939
5@71917,2,81870
42@40303,4,79075
19@27779,5,78392
12@1003,6,82320
19@24104,3,78541
4@79794,1,79556
42@64868,4,77919
11@59949,3,79720
31@23371,11,79097
1@84240,5,79151
200,978,88296
29@29979,3,79370
124@57208,1,82345
124@25268,1,83505
124@9733,1,80065
5@69218,1,79524
1@21720,6,76513
19@70609,6,76663
9@24574,6,76748
19@95051,4,77865
19@71841,2,78120
19@55587,2,77488
31@3877,4,78730
42@69409,6,78427
19@38921,6,80548
31@99459,10,81425
29@33999,3,83246
201,1326,84672
9@77892,8,78223
75@3144,1,80717
19@69594,1,81160
31@30055,6,80890
12@67823,9,80224
12@18703,4,80291
11@29361,1,83235
19@28611,6,78656
8@82895,5,77919
70@82724,2,83561
84@8492,3,83441
33@13332,5,81493
12@24842,4,81987
11@21181,4,80583
157@43406,1,85923
11@11411,4,65342
19@57674,8,86425
15@25499,2,90813
38@96796,1,141519
31@73384,9,59395
8@16549,1,49476
29@96092,10,44984
15@17438,1,43520
12@97972,5,43083
84@22522,1,42881
12@22738,6,41914
31@50470,10,47465
8@21667,5,42974
12@17112,3,49606
19@53475,2,45499
120@21688,1,47076
48@56763,1,45963
103@12025,1,47141
82@94550,2,45357
63@31074,4,45184
33@38013,2,45303
35@51142,2,45190
103@62693,1,46620
11@52189,4,45228
19@24462,5,45078
12@48910,7,45107
19@91189,7,44928
33@31941,3,45110
105@99656,1,47075
33@40379,2,168719
9@33264,5,64586
31@54583,5,39373
159@75021,1,41043
136@88309,1,40765
31@64571,7,39122
9@77350,7,38898
19@44112,6,39913
11@97389,3,40243
84@64314,2,39686
19@88133,3,40437
19@61253,7,41526
103@61244,2,42062
70@92662,2,39915
9@6315,8,39659
31@79531,8,39262
22@4878,3,40028
31@20789,9,39931
33@50750,1,40385
8@98082,4,40807
11@51353,3,41149
8@62170,3,41351
9@27808,7,41082
29@93290,4,40755
42@46679,3,42546
42@37417,6,42294
12@9278,5,43439
8@43806,3,43114
42@71676,3,41942
12@79564,7,41334
12@25897,8,42089
33@88857,3,43032
11@45880,5,43067
38@88471,3,42322
42@317,8,42599
29@63990,5,43266
22@51329,5,50160
29@97422,2,51234
33@93867,1,49126
29@91711,1,50912
19@98129,7,45884
19@46130,9,45426
63@17023,2,46952
19@50317,2,60336
8@48999,2,58238
31@93570,8,57902
11@19199,5,56914
42@84458,1,57095
11@46183,5,65291
14@12028,1,63214
31@53994,9,66312
29@29791,8,69484
31@50210,11,71218
5@89561,3,78558
9@27781,5,118477
8@35302,4,125545
11@34478,1,100757
42@76525,1,97774
12@8204,9,91613
9@67613,7,80874
12@97348,5,78763
8@92432,5,75095
12@67983,7,76375
29@93800,2,71056
115@36657,1,77511
115@33984,2,78192
18@32297,2,69963
8@74452,5,66775
19@66425,2,67205
31@79242,6,66873
8@99205,5,64131
31@74225,7,67674
103@25356,1,60010
12@77334,6,60403
31@58127,7,58088
202,106,53308
14@68143,2,59810
19@89405,4,57753
12@20980,6,59109
31@89465,5,59139
29@74090,4,60786
11@5128,2,59540
8@26457,2,51932
41@80072,2,50884
31@36560,8,49237
2@30262,2,51212
88@41976,1,51146
11@95747,3,51955
42@47965,6,50775
31@95318,2,51173
11@36365,2,48079
42@15685,3,46647
31@41173,3,50107
42@97820,2,49650
83@19675,1,44422
12@89445,5,41231
19@34029,6,40509
12@43804,5,43526
87@69143,1,42818
5@45654,1,42504
42@70524,2,43002
19@93391,8,42629
19@74652,3,42314
31@75443,9,42149
19@88982,4,42169
33@67955,1,43248
19@50051,3,41862
9@67533,3,41966
92@30411,1,41491
70@28026,1,42433
22@67605,5,42148
9@40951,5,41895
38@18319,2,43383
105@7802,1,42169
11@64669,4,42521
31@51689,6,42084
31@89017,4,42048
108@89172,3,41545
8@21411,4,39441
12@11351,9,39203
29@5811,5,39277
46@66289,1,40074
8@27959,2,39813
12@63433,2,40162
2@38728,5,39939
48@37538,1,39586
12@39111,12,38903
8@80043,3,39371
120@4426,1,39268
19@96282,3,40466
115@1215,1,40040
12@68425,9,39368
70@97292,1,39342
4@21517,1,39936
2@2438,3,40398
19@97332,5,40061
29@12659,3,39727
8@81080,4,40380
18@20049,1,40235
11@78546,2,40462
31@63690,9,40241
19@83234,4,40618
42@43892,3,40537
5@14449,3,39706
48@34581,1,39314
159@22283,1,40719
11@91954,7,38484
19@4251,5,39510
84@1561,2,40283
14@16217,2,40007
38@18942,1,40224
9@94823,9,39621
31@67702,3,39901
31@65452,3,39318
33@84563,1,39787
48@71853,2,40914
22@81381,3,40588
31@4744,6,40855
63@50802,1,40934
33@2772,4,40655
11@43862,7,42159
36@15698,1,41714
15@16208,1,41331
29@65532,3,39876
8@5780,6,38255
31@47090,4,38264
38@47102,2,38495
12@81325,12,38205
115@23911,4,39964
29@40923,6,38309
15@29456,1,38826
31@17551,7,38258
18@87535,1,38615
42@69211,1,40255
38@43512,1,40741
48@51993,1,40595
22@63035,1,40672
22@83867,1,40413
92@44076,1,40676
31@6226,3,40622
42@3878,2,40379
11@44807,6,39796
42@33372,2,39956
9@59793,10,39850
11@18767,2,40073
108@99243,1,42001
22@21338,1,40585
63@36698,3,39808
12@12188,9,39876
1@14712,3,40389
48@21174,1,40492
122@99556,1,41720
11@79101,2,39969
9@78956,7,39997
103@23683,1,40531
31@82395,4,39423
19@52003,6,39438
31@67002,7,39018
203,756,37523
31@5006,6,39480
70@97791,1,38991
42@22135,2,36211
122@99636,1,37642
31@18514,9,35989
42@77686,6,35959
0@44922,2,36237
92@16946,1,36274
88@13352,1,36474
108@77149,1,37484
31@4988,1,36394
12@84016,9,35895
29@95388,3,36302
29@2683,6,35989
8@28551,3,36237
14@41860,1,36215
14@54366,1,36126
38@67336,2,36119
94@49928,1,36157
8@71941,2,35944
12@10098,4,35763
14@91583,1,36041
103@4412,1,36130
31@48388,8,36057
5@78058,1,39532
120@30243,1,40988
29@77008,3,39159
19@39155,6,39003
14@71695,3,39147
9@34071,9,38797
31@32522,3,39188
61@92295,1,38608
112@5108,1,39058
31@45527,4,39051
9@58019,10,38842
11@83060,3,38867
87@67464,1,807439
204,62,100837
19@24031,8,104564
11@4207,5,103585
29@66131,4,99040
38@13270,2,71161
0@68690,1,74167
22@78196,3,90086
31@86366,7,72543
18@9667,2,69423
84@57110,1,65904
14@71429,1,69965
35@71571,1,56603
2@1378,3,56908
94@64195,1,55389
19@13721,6,57142
29@53241,6,55569
14@44514,1,55889
205,1324,54498
29@28098,4,55641
9@59012,9,54356
14@90923,1,53023
31@9418,10,52730
31@24203,4,51678
12@38412,4,53316
31@91069,10,52409
31@66536,8,53536
92@5325,1,51355
8@62165,3,51271
11@58645,4,51285
31@35895,8,51423
92@94669,1,53111
31@79515,5,52151
31@24630,9,52338
155@29569,1,53850
31@46177,4,53034
31@47468,10,52037
29@2023,6,52508
12@76492,2,53874
103@6737,1,51184
31@72671,8,53393
11@35780,3,55372
31@61628,4,56680
19@38456,2,56381
31@10237,6,53936
19@52548,2,55478
8@66191,3,54396
14@5747,2,55541
31@41985,6,55728
31@8729,6,55994
31@98182,6,54843
31@5038,6,54900
31@35630,7,55124
31@47948,9,57032
123@19171,1,57975
19@93589,6,56005
31@88189,3,56640
123@28771,1,58386
12@33352,6,54007
12@49050,6,55019
31@19351,7,59213
31@83248,9,60665
31@42705,6,58431
1@48096,5,55382
1@40400,3,56449
29@94916,5,56498
1@38454,3,56352
1@3509,4,56817
1@57155,7,56500
31@65909,15,56349
31@25966,9,58120
8@91891,3,62396
31@24406,3,65351
19@12654,4,65603
31@82712,9,64596
31@5041,5,64297
83@47689,1,65864
1@14892,3,63927
8@62124,3,64514
8@43497,5,66871
9@43446,7,71290
9@2931,6,70126
12@26095,7,68633
11@34973,7,68896
31@12811,9,73601
22@94532,3,73724
8@13881,5,72434
31@59958,10,77694
31@96895,3,78246
115@90741,3,93128
31@93809,7,92553
1@75137,4,133364
2@15877,4,142161
31@5516,5,127097
31@48724,5,113561
42@66659,6,97460
11@88032,7,93013
31@25276,5,88684
29@78270,8,85389
29@78982,3,85714
12@86736,6,79397
22@43127,4,79927
42@56575,3,79276
1@22289,7,79486
31@84881,7,72693
31@4884,4,75335
29@91340,6,74582
12@27995,7,74198
12@22244,7,74632
8@10568,1,75729
12@23396,5,73592
9@44527,4,70156
12@15935,5,69952
70@534,1,70492
42@28869,3,69232
12@41654,4,69119
70@61781,1,66693
15@76911,1,67649
206,134,69674
14@89434,1,62800
12@42274,9,62108
108@61914,5,66191
29@79345,2,61848
29@71986,5,61161
9@34603,11,62540
11@92153,9,61886
115@2690,1,62196
8@68775,1,61689
11@8711,4,61797
19@38235,4,62583
12@82307,4,62607
70@70455,2,63301
31@97293,7,63002
12@19986,7,61033
9@72317,9,52732
31@95124,4,54476
22@96005,3,54315
19@70043,4,55091
31@57435,5,55160
8@82990,3,53230
70@1222,2,53403
33@65106,1,52914
42@98020,4,53453
31@44155,13,52788
12@15973,5,52367
11@18628,4,53860
8@2903,7,53800
19@41155,3,55812
31@9116,4,54641
15@72266,1,54990
8@44130,6,54973
3@73092,2,54793
12@36529,5,52720
31@4512,10,50175
70@47187,2,51721
31@87965,8,50384
11@73505,1,50580
8@83114,3,49809
8@87534,5,50945
31@7491,6,49625
14@13394,1,51188
42@36113,2,49831
19@53690,8,48270
60@95170,2,48201
31@57496,5,49467
83@22668,1,49054
9@52426,8,49190
29@52165,5,48442
83@85279,2,48027
11@73604,5,48527
29@34079,3,48862
1@79760,8,48286
1@79753,3,49141
8@14542,3,49769
2@22251,3,50443
31@47356,6,51010
11@15133,3,49953
12@60325,6,50467
11@16480,5,50547
11@37270,5,50509
9@63828,6,50491
11@337,5,52392
33@33451,1,52096
19@25005,4,50782
19@77595,7,51065
22@42220,4,50730
1@28074,6,49573
19@28234,4,49178
19@45361,3,49328
2@75686,2,48275
8@83092,5,47915
29@21718,4,48681
