keyword       ,clientTimeList ,serverTime ,totalTime ,resultLength ,counter
F30783#F15730 ,           501 ,    824685 ,   825189 ,           1 ,      0
F37220#F62553 ,           486 ,    914152 ,   914640 ,           0 ,      0
F5880#F1836   ,         28442 ,    920860 ,   949305 ,          37 ,     57
F18583#F17427 ,         22987 ,    895712 ,   918702 ,          28 ,     48
F63538#F4930  ,           507 ,    843505 ,   844014 ,           1 ,      0
F57488#F15686 ,          1002 ,    833122 ,   834127 ,           1 ,      1
F22796#F62185 ,           497 ,    829989 ,   830488 ,           0 ,      0
F60729#F47474 ,          1490 ,    826480 ,   827973 ,           0 ,      2
F52454#F14768 ,          2480 ,    823387 ,   825870 ,           5 ,      4
F58632#F58659 ,           994 ,    827313 ,   828309 ,           1 ,      1
F10606#F5567  ,         15368 ,    840614 ,   855984 ,          24 ,     30
F46188#F63292 ,           992 ,    930930 ,   931925 ,           1 ,      1
F8177#F57614  ,           501 ,    933542 ,   934046 ,           1 ,      0
F25148#F57948 ,           995 ,    849512 ,   850509 ,           0 ,      1
F42159#F32612 ,           494 ,    831590 ,   832086 ,           0 ,      0
F47452#F502   ,          3936 ,    830429 ,   834367 ,           8 ,      7
F36885#F17789 ,          4916 ,    827734 ,   832652 ,           9 ,      9
F55776#F39239 ,          1962 ,    824643 ,   826609 ,           3 ,      3
F38794#F51453 ,           495 ,    823257 ,   823754 ,           1 ,      0
F8121#F15081  ,         24965 ,    853622 ,   878591 ,          42 ,     50
F32622#F21923 ,          1476 ,    922337 ,   923816 ,           0 ,      2
F7739#F55488  ,          2857 ,    913498 ,   916358 ,           6 ,      5
F4522#F18863  ,          9539 ,    832074 ,   841615 ,          17 ,     19
F42951#F45890 ,          3262 ,    805897 ,   809161 ,           2 ,      6
F3618#F11046  ,         21312 ,    818676 ,   839990 ,          23 ,     44
F46421#F26827 ,           474 ,    793106 ,   793583 ,           0 ,      0
F58151#F21610 ,          1900 ,    792243 ,   794146 ,           3 ,      3
F262#F36927   ,         10916 ,    801390 ,   812307 ,          20 ,     22
F41408#F12478 ,          4268 ,    796536 ,   800806 ,           7 ,      8
F31245#F21849 ,           493 ,    869294 ,   869790 ,           1 ,      0
F12199#F25453 ,          5449 ,    946467 ,   951919 ,           4 ,      8
F24558#F22869 ,          5954 ,    891138 ,   897094 ,           3 ,     11
F23981#F61220 ,           502 ,    843487 ,   843992 ,           1 ,      0
F12061#F39881 ,          3946 ,    839955 ,   843902 ,           8 ,      7
F44470#F57118 ,           504 ,    827762 ,   828268 ,           0 ,      0
F15023#F26134 ,          8947 ,    835002 ,   843952 ,          14 ,     17
F49491#F17537 ,          1472 ,    821196 ,   822670 ,           3 ,      2
F43533#F25032 ,          1968 ,    826325 ,   828296 ,           4 ,      3
F11089#F957   ,         19058 ,    847923 ,   866984 ,          30 ,     38
F58162#F18377 ,          3450 ,    934275 ,   937728 ,           5 ,      6
F4060#F25391  ,         18662 ,    964744 ,   983409 ,          21 ,     37
F61096#F40342 ,          2926 ,    850277 ,   853206 ,           2 ,      5
F26662#F63575 ,           498 ,    832430 ,   832931 ,           0 ,      0
F30689#F57657 ,           994 ,    826473 ,   827470 ,           1 ,      1
F7484#F19220  ,         27516 ,    853451 ,   880969 ,          49 ,     55
F9445#F48905  ,          4931 ,    825037 ,   829971 ,           5 ,      9
F9379#F32906  ,           496 ,    819567 ,   820065 ,           1 ,      0
F27511#F28635 ,          3482 ,    822588 ,   826073 ,           4 ,      6
F56454#F16727 ,          1972 ,    917165 ,   919140 ,           4 ,      3
F49021#F13277 ,          2820 ,    905104 ,   907926 ,           4 ,      5
F62787#F56116 ,           480 ,    863945 ,   864428 ,           0 ,      0
F47254#F21161 ,           506 ,    839288 ,   839796 ,           1 ,      0
F12052#F36485 ,          4931 ,    837879 ,   842812 ,           6 ,      9
F17801#F12592 ,         16716 ,    863340 ,   880059 ,          25 ,     33
F19503#F8672  ,         33918 ,    867490 ,   901411 ,          41 ,     68
F13431#F45848 ,          5445 ,    838382 ,   843830 ,           7 ,     10
F28938#F45154 ,          5974 ,    836828 ,   842804 ,           5 ,     11
F43449#F16661 ,          6934 ,    840954 ,   847891 ,           9 ,     13
F53581#F63580 ,           509 ,    934936 ,   935447 ,           1 ,      0
F31930#F56760 ,           474 ,    896118 ,   896595 ,           1 ,      0
F2785#F60567  ,          1429 ,    815380 ,   816811 ,           3 ,      2
F60088#F801   ,           480 ,    799433 ,   799915 ,           1 ,      0
F2909#F16305  ,         22945 ,    815224 ,   838173 ,          36 ,     48
F36735#F59896 ,           468 ,    787904 ,   788376 ,           0 ,      0
F44392#F4412  ,          3806 ,    825706 ,   829514 ,           5 ,      7
F30441#F5089  ,          8298 ,    840668 ,   848969 ,          14 ,     16
F42797#F37366 ,          3923 ,    828474 ,   832400 ,           7 ,      7
F24912#F16849 ,         10800 ,    929291 ,   940094 ,          16 ,     21
F28224#F34297 ,          4306 ,    906691 ,   911000 ,           4 ,      8
F36102#F4430  ,           482 ,    828320 ,   828804 ,           1 ,      0
F29484#F29074 ,          6610 ,    812341 ,   818954 ,           8 ,     13
F50591#F21301 ,           948 ,    797803 ,   798753 ,           1 ,      1
F40454#F11824 ,          6578 ,    799876 ,   806456 ,          12 ,     13
F14229#F63341 ,           476 ,    789634 ,   790111 ,           1 ,      0
F24077#F35413 ,          3311 ,    794614 ,   797926 ,           3 ,      6
F32258#F26541 ,           476 ,    796076 ,   796553 ,           1 ,      0
F36491#F47952 ,          3319 ,    825489 ,   828811 ,           5 ,      6
F8501#F53634  ,           630 ,    938787 ,   939421 ,           1 ,      0
F22177#F57172 ,          4796 ,    863337 ,   868135 ,           9 ,      9
F41267#F37074 ,           963 ,    806791 ,   807756 ,           1 ,      1
F34438#F24547 ,          1976 ,    829461 ,   831441 ,           2 ,      3
F3382#F39453  ,          7451 ,    836958 ,   844411 ,          13 ,     14
F54781#F12968 ,          2497 ,    825743 ,   828243 ,           4 ,      4
F29668#F57219 ,          3482 ,    825563 ,   829048 ,           2 ,      6
F33287#F56970 ,           501 ,    823141 ,   823645 ,           1 ,      0
F24989#F49687 ,          3953 ,    828140 ,   832096 ,           3 ,      7
F2867#F28445  ,         13405 ,    937649 ,   951056 ,          18 ,     26
F1916#F6075   ,          2838 ,    947521 ,   950363 ,           4 ,      5
F51190#F27561 ,           995 ,    855955 ,   856952 ,           1 ,      1
F54608#F49454 ,          2475 ,    836273 ,   838749 ,           4 ,      4
F58283#F49495 ,          1498 ,    829303 ,   830803 ,           0 ,      2
F34592#F44547 ,          3481 ,    828865 ,   832350 ,           3 ,      6
F59878#F18557 ,           499 ,    824505 ,   825006 ,           0 ,      0
F48371#F1672  ,           996 ,    828954 ,   829954 ,           2 ,      1
F45573#F43572 ,          3955 ,    834382 ,   838340 ,           3 ,      7
F56625#F41877 ,          5453 ,    921511 ,   926966 ,           5 ,     10
F42445#F62726 ,           474 ,    904224 ,   904699 ,           0 ,      0
F2922#F21516  ,         13299 ,    848553 ,   861854 ,          24 ,     27
F45570#F48928 ,           478 ,    801781 ,   802262 ,           0 ,      0
F38904#F45611 ,          5683 ,    800245 ,   805930 ,           8 ,     11
F26990#F9786  ,           481 ,    789670 ,   790154 ,           0 ,      0
F48032#F56666 ,          1901 ,    788114 ,   790018 ,           2 ,      3
F8974#F46909  ,          6096 ,    793002 ,   799101 ,          10 ,     12
F17583#F52082 ,           469 ,    794141 ,   794613 ,           1 ,      0
F2506#F23976  ,         12263 ,    805204 ,   817469 ,          17 ,     25
F56278#F37574 ,          3301 ,    936114 ,   939417 ,           6 ,      6
F50259#F1600  ,          4287 ,    918446 ,   922735 ,           6 ,      8
F13464#F52642 ,          2503 ,    845041 ,   847547 ,           5 ,      4
F34500#F51101 ,           481 ,    831819 ,   832303 ,           0 ,      0
F16423#F29171 ,          8433 ,    836580 ,   845014 ,          11 ,     16
F38159#F30428 ,          3466 ,    827313 ,   830782 ,           7 ,      6
F57922#F5624  ,           502 ,    795560 ,   796066 ,           1 ,      0
F30429#F15393 ,          7114 ,    811677 ,   818793 ,          11 ,     14
F9408#F33147  ,           481 ,    805812 ,   806295 ,           1 ,      0
F58842#F44428 ,           483 ,    911712 ,   912197 ,           0 ,      0
F2272#F47906  ,          6410 ,    912766 ,   919178 ,          13 ,     12
F20125#F32211 ,          8452 ,    832642 ,   841096 ,           6 ,     16
F2413#F20628  ,          1877 ,    804080 ,   805960 ,           2 ,      3
F37273#F24778 ,          5660 ,    799703 ,   805366 ,           5 ,     11
F29754#F44490 ,           929 ,    799741 ,   800672 ,           1 ,      1
F58365#F32197 ,           482 ,    786832 ,   787317 ,           0 ,      0
F8195#F45666  ,          1904 ,    791292 ,   793198 ,           2 ,      3
F34628#F7842  ,          1892 ,    792738 ,   794632 ,           3 ,      3
F51342#F25645 ,           487 ,    846439 ,   846928 ,           0 ,      0
F10095#F10394 ,         32306 ,    941267 ,   973578 ,          34 ,     46
F19484#F9576  ,          9917 ,    866727 ,   876646 ,          16 ,     20
F9214#F7652   ,         26089 ,    842897 ,   868988 ,          41 ,     54
F47148#F24716 ,          3315 ,    798538 ,   801855 ,           2 ,      6
F10269#F6340  ,         31184 ,    823705 ,   854891 ,          39 ,     65
F2779#F1659   ,         29289 ,    817546 ,   846838 ,          39 ,     61
F26660#F4065  ,          6646 ,    795635 ,   802284 ,          14 ,     13
F56597#F41990 ,           981 ,    799469 ,   800453 ,           1 ,      1
F13923#F46278 ,          4737 ,    792520 ,   797259 ,           7 ,      9
F11585#F26981 ,          1922 ,    912754 ,   914678 ,           4 ,      3
F43708#F41767 ,          2002 ,    954804 ,   956809 ,           3 ,      3
F9195#F30950  ,          5405 ,    858012 ,   863419 ,           3 ,     10
F10685#F31172 ,          7319 ,    841392 ,   848713 ,           9 ,     14
F62934#F50564 ,           490 ,    828555 ,   829047 ,           0 ,      0
F14325#F21602 ,         10331 ,    835861 ,   846195 ,          17 ,     20
F59202#F50027 ,           492 ,    823475 ,   823970 ,           0 ,      0
F63062#F34214 ,           505 ,    822685 ,   823192 ,           0 ,      0
F4918#F40778  ,          2470 ,    828286 ,   830759 ,           5 ,      4
F44668#F27826 ,           500 ,    917950 ,   918457 ,           0 ,      0
F63271#F50344 ,           486 ,    904005 ,   904494 ,           0 ,      0
F62675#F21185 ,           469 ,    844541 ,   845013 ,           1 ,      0
F37340#F54415 ,          1018 ,    834745 ,   835766 ,           2 ,      1
F3405#F1447   ,         21193 ,    850134 ,   871329 ,          33 ,     42
F7476#F2468   ,         20056 ,    846135 ,   866193 ,          34 ,     40
F27732#F12134 ,          4919 ,    826801 ,   831723 ,           6 ,      9
F48062#F5380  ,          2966 ,    824106 ,   827075 ,           6 ,      5
F58895#F38721 ,           492 ,    825113 ,   825607 ,           1 ,      0
F18124#F40108 ,          1494 ,    825997 ,   827493 ,           2 ,      2
F44343#F42189 ,           494 ,    982622 ,   983118 ,           0 ,      0
F58358#F34743 ,          2467 ,    916404 ,   918874 ,           0 ,      4
F39587#F56740 ,          1482 ,    849580 ,   851064 ,           0 ,      2
F39213#F24747 ,         10275 ,    845609 ,   855886 ,          10 ,     20
F17059#F63031 ,           501 ,    831631 ,   832134 ,           1 ,      0
F14732#F7125  ,         19166 ,    848965 ,   868133 ,          26 ,     38
F28997#F3779  ,         11278 ,    839022 ,   850302 ,           9 ,     22
F32651#F63073 ,           492 ,    830259 ,   830754 ,           0 ,      0
F59500#F32312 ,           504 ,    829618 ,   830125 ,           1 ,      0
F42335#F32717 ,          1992 ,    930329 ,   932324 ,           1 ,      3
F26993#F9447  ,          1425 ,    907027 ,   908454 ,           1 ,      2
F20158#F24886 ,         17548 ,    864520 ,   882070 ,          26 ,     36
F3985#F30508  ,          1497 ,    835954 ,   837452 ,           2 ,      2
F49062#F35531 ,           491 ,    829440 ,   829933 ,           0 ,      0
F37293#F16427 ,          2517 ,    828262 ,   830782 ,           5 ,      4
F22463#F8522  ,         12314 ,    839599 ,   851915 ,          21 ,     24
F37803#F33331 ,           504 ,    827756 ,   828262 ,           0 ,      0
F15432#F4698  ,         11923 ,    842790 ,   854715 ,          19 ,     23
F62303#F5399  ,           511 ,    906627 ,   907142 ,           1 ,      0
F422#F52394   ,           608 ,    933281 ,   933893 ,           0 ,      0
F50325#F58433 ,           497 ,    885914 ,   886413 ,           0 ,      0
F24645#F38342 ,           496 ,    844039 ,   844537 ,           0 ,      0
F25040#F9838  ,          1484 ,    836839 ,   838325 ,           3 ,      2
F38531#F58732 ,           479 ,    830317 ,   830798 ,           0 ,      0
F22411#F51312 ,          1512 ,    829439 ,   830952 ,           1 ,      2
F1475#F34347  ,          5445 ,    829749 ,   835195 ,           8 ,     10
F61795#F56325 ,           502 ,    828037 ,   828541 ,           0 ,      0
F7942#F12080  ,         33062 ,    867671 ,   900735 ,          46 ,     66
F13334#F33592 ,          9382 ,    937963 ,   947347 ,          18 ,     18
F11147#F1792  ,         16966 ,    967886 ,   984855 ,          32 ,     33
F54638#F55382 ,          2470 ,    852428 ,   854899 ,           0 ,      4
F21049#F3192  ,          9948 ,    848142 ,   858093 ,          12 ,     19
F61911#F26768 ,           497 ,    833258 ,   833757 ,           0 ,      0
F29285#F9129  ,          5444 ,    834457 ,   839904 ,           9 ,     10
F4358#F11058  ,           998 ,    830759 ,   831759 ,           2 ,      1
F17988#F2569  ,         15693 ,    843306 ,   859001 ,          22 ,     31
F2294#F6766   ,         28236 ,    858065 ,   886303 ,          37 ,     56
F33561#F47404 ,          1001 ,    918790 ,   919793 ,           1 ,      1
F5388#F8105   ,         31340 ,    957408 ,   988750 ,          44 ,     65
F45166#F50608 ,          1467 ,    868539 ,   870009 ,           0 ,      2
F13317#F10955 ,         29082 ,    867754 ,   896838 ,          34 ,     58
F35371#F38526 ,          4450 ,    833903 ,   838355 ,           4 ,      8
F626#F41008   ,          3964 ,    831157 ,   835123 ,           5 ,      7
F26514#F17745 ,          8895 ,    831800 ,   840697 ,          13 ,     17
F11177#F17157 ,         28616 ,    854494 ,   883112 ,          44 ,     57
F59146#F25132 ,           508 ,    827133 ,   827643 ,           0 ,      0
F17690#F28826 ,         21203 ,    848639 ,   869844 ,          28 ,     41
F14950#F28175 ,          5452 ,    953933 ,   959387 ,           9 ,     10
F22668#F49093 ,          5186 ,    883873 ,   889062 ,           8 ,     10
F32043#F5881  ,           484 ,    806927 ,   807414 ,           1 ,      0
F6943#F42717  ,          4238 ,    800954 ,   805195 ,           9 ,      8
F39266#F57214 ,           944 ,    794458 ,   795405 ,           2 ,      1
F52605#F34397 ,          1877 ,    791152 ,   793031 ,           3 ,      3
F3405#F34643  ,          4259 ,    792464 ,   796725 ,           9 ,      8
F29200#F5111  ,         11753 ,    801647 ,   813403 ,          19 ,     24
F10101#F26777 ,         12243 ,    818566 ,   830812 ,          16 ,     25
F25968#F31313 ,          4411 ,    929357 ,   933771 ,           4 ,      8
F31410#F63615 ,           505 ,    943339 ,   943847 ,           1 ,      0
F35972#F11497 ,          3974 ,    878408 ,   882384 ,           7 ,      7
F16346#F39454 ,           503 ,    831910 ,   832416 ,           0 ,      0
F38947#F54055 ,           483 ,    792858 ,   793343 ,           0 ,      0
F27265#F25719 ,         14557 ,    805051 ,   819609 ,          16 ,     30
F35113#F37090 ,          1874 ,    790286 ,   792162 ,           4 ,      3
F27195#F27705 ,          9296 ,    798174 ,   807473 ,           5 ,     19
F9107#F62019  ,           469 ,    798337 ,   798809 ,           1 ,      0
F57935#F21976 ,          1506 ,    905477 ,   906986 ,           0 ,      2
F16092#F53368 ,          5550 ,    928958 ,   934512 ,           6 ,      8
F23874#F48382 ,          1503 ,    879345 ,   880851 ,           3 ,      2
F10280#F61003 ,           962 ,    802488 ,   803452 ,           2 ,      1
F31246#F41549 ,          1912 ,    794571 ,   796485 ,           2 ,      3
F34171#F4017  ,          3311 ,    795564 ,   798877 ,           6 ,      6
F18012#F19654 ,         25559 ,    814033 ,   839594 ,          35 ,     53
F62895#F44294 ,           480 ,    786715 ,   787198 ,           0 ,      0
F20661#F8599  ,          9952 ,    799098 ,   809052 ,          11 ,     20
F13560#F4891  ,          2848 ,    791094 ,   793944 ,           4 ,      5
F23299#F42936 ,          8589 ,    922764 ,   931355 ,           5 ,     17
F44561#F3725  ,          6903 ,    957986 ,   964891 ,           8 ,     13
F310#F44932   ,          4936 ,    862735 ,   867673 ,           8 ,      9
F53397#F42895 ,          3956 ,    842975 ,   846934 ,           6 ,      7
F49033#F1421  ,          9888 ,    846332 ,   856222 ,          10 ,     19
F22325#F50583 ,          5916 ,    833933 ,   839851 ,           5 ,     11
F48931#F59713 ,           518 ,    827233 ,   827753 ,           1 ,      0
F20255#F25972 ,          5426 ,    832310 ,   837739 ,           7 ,     10
F39077#F50562 ,          5423 ,    834489 ,   839915 ,           5 ,     10
F10446#F43429 ,          4409 ,    916063 ,   920475 ,           9 ,      8
F44582#F11681 ,          2858 ,    898729 ,   901589 ,           6 ,      5
F44621#F45591 ,           955 ,    852808 ,   853766 ,           0 ,      1
F24274#F16666 ,         12967 ,    853428 ,   866399 ,          18 ,     25
F876#F44295   ,          2458 ,    834092 ,   836552 ,           4 ,      4
F32633#F56080 ,           507 ,    824811 ,   825321 ,           0 ,      0
F48324#F53108 ,          3473 ,    823385 ,   826860 ,           6 ,      6
F5920#F51731  ,          3451 ,    825115 ,   828568 ,           4 ,      6
F12210#F28894 ,         13288 ,    839063 ,   852352 ,          18 ,     26
F13073#F39976 ,          1477 ,    824396 ,   825875 ,           2 ,      2
F33818#F53652 ,          1487 ,    957360 ,   958849 ,           2 ,      2
F30150#F7800  ,          1444 ,    872267 ,   873714 ,           1 ,      2
F52986#F31401 ,           957 ,    808977 ,   809936 ,           0 ,      1
F14442#F4891  ,         10913 ,    809981 ,   820896 ,          15 ,     22
F32566#F26116 ,           478 ,    791549 ,   792029 ,           0 ,      0
F48326#F42268 ,          2840 ,    792080 ,   794922 ,           3 ,      5
F24228#F226   ,         16949 ,    807820 ,   824771 ,          24 ,     35
F17789#F18589 ,         10762 ,    802103 ,   812867 ,          15 ,     22
F6527#F31302  ,          4678 ,    792197 ,   796878 ,           7 ,      9
F60385#F49008 ,           954 ,    901225 ,   902181 ,           1 ,      1
F53655#F43828 ,          4963 ,    915513 ,   920480 ,           6 ,      9
F13294#F13550 ,         26568 ,    851108 ,   877678 ,          35 ,     55
F15666#F26584 ,           941 ,    801570 ,   802513 ,           2 ,      1
F16161#F18007 ,         24511 ,    823336 ,   847849 ,          35 ,     51
F42087#F43277 ,          2870 ,    793307 ,   796179 ,           4 ,      5
F30128#F25115 ,           943 ,    789378 ,   790323 ,           2 ,      1
F9221#F51737  ,          4254 ,    810812 ,   815068 ,           8 ,      8
F45830#F4555  ,          3942 ,    831971 ,   835915 ,           7 ,      7
F11871#F9519  ,         13794 ,    932472 ,   946268 ,          17 ,     27
F18050#F231   ,         16506 ,    939540 ,   956048 ,          18 ,     34
F25400#F35977 ,          1472 ,    887868 ,   889343 ,           2 ,      2
F7807#F40002  ,          2972 ,    835794 ,   838769 ,           5 ,      5
F10896#F7366  ,         13695 ,    809569 ,   823267 ,          21 ,     28
F2908#F17789  ,         27199 ,    825079 ,   852280 ,          36 ,     57
F23594#F8576  ,         20249 ,    811613 ,   831864 ,          24 ,     42
F55480#F30503 ,          3798 ,    792021 ,   795821 ,           4 ,      7
F31757#F57849 ,           452 ,    794052 ,   794507 ,           1 ,      0
F13063#F23520 ,         12842 ,    807527 ,   820372 ,          18 ,     26
F51521#F51464 ,           484 ,    922849 ,   923335 ,           1 ,      0
F62975#F29030 ,           484 ,    911451 ,   911938 ,           0 ,      0
F47518#F32885 ,          5159 ,    822417 ,   827577 ,           6 ,     10
F29714#F43751 ,          2795 ,    817816 ,   820613 ,           1 ,      5
F49418#F45274 ,          3949 ,    832301 ,   836253 ,           2 ,      7
F6912#F33660  ,          4905 ,    834789 ,   839697 ,           9 ,      9
F60705#F19158 ,          2470 ,    825327 ,   827800 ,           5 ,      4
F61873#F51239 ,           503 ,    830230 ,   830736 ,           0 ,      0
F53009#F44373 ,          2993 ,    828686 ,   831681 ,           4 ,      5
F62777#F6207  ,           500 ,    924440 ,   924943 ,           1 ,      0
F7809#F52755  ,           967 ,    902351 ,   903320 ,           2 ,      1
F32565#F27060 ,           484 ,    829131 ,   829618 ,           1 ,      0
F38315#F14098 ,          7599 ,    812835 ,   820436 ,          15 ,     15
F35436#F37587 ,           943 ,    796042 ,   796987 ,           2 ,      1
F12448#F2484  ,         22775 ,    814420 ,   837197 ,          34 ,     47
F16820#F9832  ,         18519 ,    810027 ,   828549 ,          28 ,     38
F51991#F43415 ,          1850 ,    786897 ,   788750 ,           1 ,      3
F31700#F51948 ,          1888 ,    791731 ,   793621 ,           0 ,      3
F47220#F1403  ,          3326 ,    797231 ,   800560 ,           6 ,      6
F57239#F35607 ,          1199 ,    960964 ,   962166 ,           0 ,      1
F60923#F24168 ,          1992 ,    882052 ,   884047 ,           1 ,      3
F3506#F47333  ,          4239 ,    812538 ,   816779 ,           8 ,      8
F35530#F35747 ,           474 ,    796887 ,   797364 ,           1 ,      0
F60614#F3929  ,          1427 ,    796051 ,   797480 ,           2 ,      2
F62680#F60019 ,           473 ,    790856 ,   791331 ,           0 ,      0
F32737#F22325 ,           487 ,    790034 ,   790523 ,           1 ,      0
F30781#F39817 ,           485 ,    790144 ,   790632 ,           1 ,      0
F2653#F2132   ,         32696 ,    823814 ,   856512 ,          30 ,     69
F60908#F19117 ,          1897 ,    911072 ,   912971 ,           1 ,      3
F37880#F12246 ,         11704 ,    954123 ,   965829 ,          21 ,     24
F61350#F26777 ,          1481 ,    855195 ,   856678 ,           3 ,      2
F32644#F18416 ,          1414 ,    805328 ,   806744 ,           3 ,      2
F59879#F42768 ,           484 ,    789257 ,   789744 ,           1 ,      0
F29559#F33003 ,           472 ,    816461 ,   816935 ,           1 ,      0
F54652#F56861 ,           487 ,    785035 ,   785525 ,           0 ,      0
F11726#F3128  ,         10900 ,    800151 ,   811054 ,          19 ,     22
F3607#F18275  ,         20684 ,    819368 ,   840054 ,          33 ,     43
F37309#F60160 ,           463 ,    888081 ,   888547 ,           1 ,      0
F62844#F14426 ,           483 ,    909678 ,   910163 ,           1 ,      0
F33715#F16061 ,           952 ,    849016 ,   849970 ,           1 ,      1
F43311#F22055 ,          2838 ,    831099 ,   833940 ,           4 ,      5
F55694#F10382 ,          3472 ,    831642 ,   835116 ,           7 ,      6
F31286#F25589 ,          1000 ,    824074 ,   825077 ,           0 ,      1
F718#F27181   ,         13257 ,    833314 ,   846573 ,          13 ,     26
F60357#F60391 ,           503 ,    820891 ,   821397 ,           0 ,      0
F36952#F45159 ,          1510 ,    823017 ,   824529 ,           2 ,      2
F25859#F5759  ,         18725 ,    844113 ,   862841 ,          25 ,     37
F40450#F42168 ,           993 ,    932014 ,   933008 ,           1 ,      1
F53900#F7501  ,          2836 ,    910275 ,   913113 ,           5 ,      5
F60056#F59502 ,           481 ,    815920 ,   816403 ,           0 ,      0
F10807#F10904 ,         40759 ,    840775 ,   881537 ,          69 ,     85
F29393#F63417 ,           479 ,    800075 ,   800556 ,           0 ,      0
F12330#F56128 ,          1903 ,    790535 ,   792440 ,           4 ,      3
F41203#F14877 ,          7565 ,    793600 ,   801168 ,          11 ,     15
F6637#F27791  ,           477 ,    789442 ,   789922 ,           0 ,      0
F10732#F53513 ,           487 ,    792331 ,   792821 ,           0 ,      0
F16971#F4356  ,          1915 ,    899201 ,   901118 ,           4 ,      3
F45894#F58052 ,          1899 ,    911699 ,   913600 ,           4 ,      3
F17004#F41299 ,         14373 ,    871791 ,   886166 ,          17 ,     28
F5653#F9363   ,         17201 ,    850113 ,   867316 ,          18 ,     34
F39228#F39715 ,          5887 ,    834259 ,   840148 ,           8 ,     11
F9772#F2579   ,         30815 ,    855193 ,   886010 ,          43 ,     62
F41730#F60469 ,           499 ,    822451 ,   822953 ,           0 ,      0
F16248#F40896 ,         12731 ,    832024 ,   844757 ,          13 ,     25
F45570#F60045 ,           500 ,    821178 ,   821680 ,           0 ,      0
F7785#F40744  ,          3449 ,    856817 ,   860269 ,           6 ,      6
F22888#F3843  ,          6101 ,    941532 ,   947638 ,           5 ,      9
F44577#F59657 ,           498 ,    893598 ,   894098 ,           0 ,      0
F32123#F21067 ,          1006 ,    848956 ,   849964 ,           2 ,      1
F31637#F62029 ,           500 ,    839438 ,   839940 ,           1 ,      0
F62195#F44668 ,           499 ,    828436 ,   828937 ,           1 ,      0
F61453#F38385 ,           484 ,    826722 ,   827208 ,           1 ,      0
F54864#F24362 ,          2482 ,    825125 ,   827609 ,           3 ,      4
F31751#F18382 ,          3934 ,    828845 ,   832781 ,           7 ,      7
F52310#F7508  ,          1493 ,    827527 ,   829022 ,           2 ,      2
F53958#F36810 ,           497 ,    928181 ,   928680 ,           1 ,      0
F4669#F60809  ,          2476 ,    941378 ,   943857 ,           4 ,      4
F10059#F50513 ,          3457 ,    835860 ,   839319 ,           7 ,      6
F58705#F52486 ,           500 ,    832003 ,   832505 ,           1 ,      0
F14866#F10160 ,         16749 ,    844361 ,   861111 ,          27 ,     33
F7196#F5901   ,         10365 ,    834066 ,   844433 ,          18 ,     20
F57336#F2192  ,           977 ,    820461 ,   821442 ,           2 ,      1
F40205#F45894 ,          4410 ,    823046 ,   827458 ,           6 ,      8
F47796#F58733 ,           497 ,    823046 ,   823546 ,           0 ,      0
F56687#F14580 ,          1017 ,    909473 ,   910492 ,           2 ,      1
F55855#F21371 ,          1973 ,    909963 ,   911939 ,           1 ,      3
F56098#F59529 ,           480 ,    863863 ,   864345 ,           1 ,      0
F30903#F7423  ,           498 ,    837859 ,   838360 ,           1 ,      0
F22525#F17907 ,           494 ,    828699 ,   829195 ,           1 ,      0
F33332#F15086 ,          1987 ,    826845 ,   828835 ,           3 ,      3
F43230#F23757 ,           489 ,    821344 ,   821837 ,           1 ,      0
F15563#F61369 ,           508 ,    823816 ,   824326 ,           1 ,      0
F13944#F49626 ,           995 ,    825069 ,   826066 ,           2 ,      1
F57730#F28226 ,           999 ,    825102 ,   826103 ,           1 ,      1
F28431#F47694 ,          1469 ,    953407 ,   954878 ,           2 ,      2
F18387#F35228 ,           993 ,    926810 ,   927805 ,           0 ,      1
F60221#F20169 ,           467 ,    806564 ,   807033 ,           1 ,      0
F43746#F62704 ,           493 ,    796729 ,   797224 ,           0 ,      0
F60013#F35736 ,           481 ,    790030 ,   790513 ,           0 ,      0
F20724#F50669 ,          2839 ,    790218 ,   793058 ,           5 ,      5
F47374#F13874 ,          5178 ,    794876 ,   800055 ,           8 ,     10
F35966#F27985 ,          2336 ,    790603 ,   792942 ,           3 ,      4
F26255#F59592 ,           479 ,    792369 ,   792851 ,           0 ,      0
F56629#F1173  ,          2887 ,    908907 ,   911796 ,           6 ,      5
F20708#F51709 ,          2387 ,    944870 ,   947259 ,           4 ,      4
F29307#F18980 ,          1975 ,    871978 ,   873957 ,           1 ,      3
F2645#F12823  ,         31546 ,    873324 ,   904872 ,          39 ,     63
F12057#F31382 ,           498 ,    836886 ,   837386 ,           1 ,      0
F4007#F62500  ,           497 ,    824814 ,   825313 ,           1 ,      0
F7601#F3005   ,          8850 ,    832769 ,   841621 ,          16 ,     17
F11086#F49375 ,          4400 ,    819425 ,   823827 ,           8 ,      8
F52144#F41979 ,           947 ,    797132 ,   798081 ,           2 ,      1
F43189#F27484 ,          5207 ,    861802 ,   867012 ,           7 ,     10
F15182#F55241 ,          3772 ,    922721 ,   926498 ,           5 ,      5
F2002#F54810  ,          2351 ,    854730 ,   857083 ,           4 ,      4
F32375#F7594  ,           483 ,    810218 ,   810703 ,           1 ,      0
F17306#F51151 ,          2343 ,    801355 ,   803700 ,           5 ,      4
