keyword,clientTime,serverTime,totalTime,resultLength,payloadSize
F10800#F1054,538,333,872,0,480
F10800#F1325,535,348,884,0,480
F10800#F1037,538,339,878,0,480
F10800#F10593,549,348,898,0,480
F10800#F12970,565,384,950,0,480
F10800#F1434,542,359,902,0,480
F10800#F3784,539,406,947,0,480
F10800#F16600,541,357,898,0,480
F10800#F11566,571,393,965,0,480
F10800#F12189,538,361,901,0,480
F10800#F36349,550,374,925,0,480
F10800#F2670,884,451,1335,0,480
F10800#F11026,566,447,1014,0,480
F10800#F12701,558,376,935,0,480
F10800#F12594,794,390,1185,0,480
F10800#F10401,732,388,1120,0,480
F10800#F2592,1026,420,1447,0,480
F10800#F1147,560,391,952,0,480
F10800#F10835,585,462,1048,0,480
F10800#F11106,558,466,1024,0,480
F10800#F10849,575,471,1047,0,480
F10800#F1200,576,446,1023,0,480
F10800#F1543,559,395,955,0,480
F10800#F12730,555,358,913,0,480
F10800#F3590,572,378,951,0,480
F10800#F13683,550,395,946,0,480
F10800#F2086,554,403,958,0,480
F10800#F15864,975,389,1365,0,480
F10800#F1497,556,356,913,0,480
F10800#F13939,577,377,955,0,480
F10800#F1706,599,386,986,0,480
F10800#F13766,927,389,1317,0,480
F10800#F10500,566,393,959,0,480
F10800#F2442,575,393,969,0,480
F10800#F17310,563,356,920,0,480
F10800#F141,596,375,972,0,480
F10800#F1152,869,416,1287,0,480
F10800#F10956,571,386,957,0,480
F10800#F2352,570,377,949,0,480
F10800#F4089,568,362,931,0,480
F10800#F11378,543,394,938,0,480
F10800#F1748,579,371,950,0,480
F10800#F11409,566,414,981,0,480
F10800#F10114,577,415,992,0,480
F10800#F10310,583,404,987,0,480
F10800#F10560,582,370,953,0,480
F10800#F10083,574,388,963,0,480
F10800#F2198,612,436,1049,0,480
F10800#F11304,575,427,1003,0,480
F10800#F2843,565,364,930,0,480
F10800#F1179,609,384,993,0,480
F10800#F12727,583,367,951,0,480
F10800#F1861,608,565,1174,0,480
F10800#F11272,885,499,1384,0,480
F10800#F11423,643,563,1207,0,480
F10800#F1583,631,502,1134,0,480
F10800#F10219,588,418,1007,0,480
F10800#F2222,594,416,1011,0,480
F10800#F11253,569,390,960,0,480
F10800#F20623,586,394,981,0,480
F10800#F12537,604,369,974,0,480
F10800#F11989,592,417,1010,0,480
F10800#F15689,576,455,1032,0,480
F10800#F4642,603,477,1080,0,480
F10800#F11488,601,486,1088,0,480
F10800#F18169,587,383,971,0,480
